survey,covariate,covariate_label,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted,category
NHIS,comorb_count,Comorbidity Count,40-49,1999,-0.5685233707643579,0.024583603489901608,-0.6167160344484732,-0.5203307070802425,6024,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2000,-0.5939162753084027,0.02283827125756542,-0.638686918207066,-0.5491456324097395,6412,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2001,-0.5263179884214604,0.020460106329055986,-0.5664263012256304,-0.48620967561729034,6706,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2002,-0.5029406115709123,0.01642993169309416,-0.5351489797489507,-0.4707322433928739,6196,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2003,-0.49010176617685147,0.016962741426581943,-0.5233546739083219,-0.456848858445381,6151,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2004,-0.4807263183748676,0.016724075859116967,-0.5135112957219505,-0.44794134102778466,6211,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2005,-0.5177747317406146,0.016401839562940012,-0.549928095204524,-0.48562136827670516,6132,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2006,-0.4600888984155046,0.0194997749996938,-0.49831769936956133,-0.42186009746144787,4655,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2007,-0.47269286992436055,0.021965745934467616,-0.5157567333238562,-0.4296290065248649,4422,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2008,-0.4558017181241346,0.01990961375975454,-0.4948356908543305,-0.41676774539393874,3990,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2009,-0.4785273941514968,0.02040620437338805,-0.5185323419831862,-0.43852244631980736,5087,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2010,-0.458295575342425,0.017167390129616038,-0.4919515001287825,-0.42463965055606745,4818,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2011,-0.4758288871505577,0.01689429453260082,-0.5089480686947075,-0.4427097056064078,5751,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2012,-0.451705258003883,0.01661822229363333,-0.48428326392274823,-0.4191272520850178,5726,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2013,-0.4461723392551647,0.01766195557984211,-0.48079654552319134,-0.41154813298713805,5658,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2014,-0.4400256702868291,0.018992503114801648,-0.4772579891274209,-0.4027933514462373,5857,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2015,-0.4557170383315744,0.020084859756508415,-0.49509168325657893,-0.41634239340656987,5272,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2016,-0.4600426106457969,0.019639229130374074,-0.4985446114857521,-0.4215406098058417,4748,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2017,-0.4230057901284034,0.019277754633108882,-0.46080134011016316,-0.3852102401466436,3864,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2018,-0.43476003495882143,0.019132485375682594,-0.47227106653447687,-0.397249003383166,3770,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2019,-0.48842207892963835,0.018401395429000114,-0.5244975434222494,-0.4523466144370273,4651,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2020,-0.4744911871500525,0.02031715062702016,-0.5143226199565835,-0.43465975434352155,4572,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2021,-0.48010823325024254,0.017114592910351625,-0.5136615378134044,-0.4465549286870807,4360,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2022,-0.44436054343098164,0.018053097625484755,-0.4797547745042323,-0.408966312357731,3965,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2023,-0.4215934461281119,0.01951479769810048,-0.45985291872032497,-0.3833339735358988,4147,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,40-49,2024,-0.4251026794022067,0.01855800937467516,-0.46148540472637856,-0.38871995407803484,4544,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,1997,-0.5204833437445503,0.020546593650121067,-0.5607642566219767,-0.4802024308671239,4722,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,1998,-0.5055343659396465,0.02121286460165586,-0.5471219062047171,-0.4639468256745759,4541,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,1999,-0.5485347849130073,0.021151389591223122,-0.5900019100163861,-0.5070676598096285,4498,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2000,-0.5590924368657979,0.02010198290596644,-0.5985017008985308,-0.519683172833065,4724,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2001,-0.5101503843333332,0.0192299363745197,-0.5478493545090335,-0.47245141415763287,5079,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2002,-0.47613540068502125,0.014973065144737582,-0.5054895331933954,-0.4467812681766471,4762,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2003,-0.4917623571558552,0.014462048590224116,-0.5201143854919726,-0.4634103288197377,4951,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2004,-0.4650171590878254,0.014771117166075657,-0.4939749325545765,-0.4360593856210744,5070,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2005,-0.4459668070568664,0.014388170521302451,-0.47417347252623177,-0.4177601415875011,5362,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2006,-0.4482348181333485,0.01569310764363343,-0.4790019116246228,-0.41746772464207416,4064,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2007,-0.4982356306406806,0.01711029255472063,-0.5317816067634035,-0.4646896545179578,3899,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2008,-0.4806187486515526,0.016984084155006317,-0.5139176438670773,-0.4473198534360278,3768,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2009,-0.4291297565090774,0.015956094572583245,-0.46041098718766355,-0.3978485258304913,4819,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2010,-0.45031239906216186,0.015275649410125438,-0.48025999818156706,-0.42036479994275666,4604,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2011,-0.44833509499856267,0.01377728925377867,-0.47534398974834036,-0.421326200248785,5539,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2012,-0.4315400458905133,0.0135097660150534,-0.4580239677415315,-0.40505612403949515,6088,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2013,-0.4310251090401587,0.014063070905613786,-0.45859375060700247,-0.40345646747331504,6037,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2014,-0.43325699617118885,0.01427297910192249,-0.46123675056380586,-0.40527724177857183,6478,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2015,-0.45331124194557343,0.013331918658574646,-0.47944671134561195,-0.4271757725455349,5872,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2016,-0.4406264230093442,0.013550230185117192,-0.46718999332081884,-0.4140628526978695,5736,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2017,-0.4486940268897746,0.015101608364887203,-0.47830055287714096,-0.41908750090240826,4528,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2018,-0.4366006027077509,0.014526985865008097,-0.46508115596838695,-0.4081200494471149,4214,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2019,-0.45112072683174315,0.014360546680825023,-0.4792733420267092,-0.4229681116367771,5276,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2020,-0.4582185138200563,0.013222997737484782,-0.48414110774030533,-0.43229591989980726,5236,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2021,-0.44953595377830957,0.012431175577808947,-0.4739067850898731,-0.42516512246674604,4779,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2022,-0.4479991430673831,0.013463897756789281,-0.4743954275702723,-0.4216028585644939,4245,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2023,-0.4278732086579719,0.013666716601985616,-0.45466671977287765,-0.40107969754306616,4482,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,50-59,2024,-0.4484487076325497,0.01383939526806346,-0.47558034469141325,-0.4213170705736861,4747,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,1997,-0.45908999742975826,0.019857005964079685,-0.4980214272826167,-0.4201585675768998,3798,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,1998,-0.45754127494915375,0.019533168378887744,-0.4958387576124323,-0.4192437922858752,3520,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,1999,-0.41343195484413786,0.023617506932262982,-0.45973840187778203,-0.3671255078104937,3302,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2000,-0.4572603736701243,0.019640918750857175,-0.4957695960346845,-0.41875115130556406,3397,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2001,-0.48064044326882005,0.023251634728080124,-0.5262288082408659,-0.4350520782967741,3451,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2002,-0.39623956440103925,0.015574222640750817,-0.42677575149876135,-0.3657033773033171,3281,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2003,-0.3898875211208212,0.015347390158373346,-0.41997869914972474,-0.3597963430919177,3360,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2004,-0.40006456991384587,0.01463464988740886,-0.4287577092062861,-0.37137143062140565,3563,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2005,-0.39529063403789233,0.014536177369961628,-0.4237904224480557,-0.36679084562772896,3670,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2006,-0.3702071948355493,0.017894203081427956,-0.40529419998794847,-0.33512018968315016,2831,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2007,-0.42435388356535375,0.016897697255285726,-0.4574862005849424,-0.3912215665457651,2986,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2008,-0.37856046941091914,0.01676160628226872,-0.41142678068892385,-0.34569415813291443,2810,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2009,-0.39852574503614235,0.01492372607282362,-0.4277853683075975,-0.3692661217646872,3669,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2010,-0.3932694985857922,0.014303388810723171,-0.4213128190261079,-0.3652261781454765,3694,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2011,-0.3718930003569654,0.012796353311471487,-0.3969798087296149,-0.34680619198431584,4734,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2012,-0.3853553581414579,0.012566385479054205,-0.409990768535071,-0.36071994774784477,5190,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2013,-0.38170694551862,0.012788413967469808,-0.4067775961283082,-0.3566362949089318,5216,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2014,-0.39319489241778743,0.012789702734518385,-0.4182674985690688,-0.36812228626650606,5783,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2015,-0.3792341431590946,0.013476864406056176,-0.40565414950082107,-0.3528141368173682,5480,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2016,-0.37040828820127164,0.012305833023759798,-0.394532152280702,-0.3462844241218413,5992,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2017,-0.36543717186436353,0.012552001527860207,-0.3900448750939242,-0.34082946863480285,4781,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2018,-0.37343366852715143,0.01218743902811116,-0.3973267240786047,-0.34954061297569816,4732,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2019,-0.41201629010148716,0.010516823210427004,-0.4326331021274715,-0.39139947807550285,5919,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2020,-0.42024421347748153,0.010439381802535511,-0.44070908247583285,-0.3997793444791302,6108,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2021,-0.3978948013604251,0.010595535634234439,-0.4186663452647663,-0.37712325745608394,5379,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2022,-0.39516068186242725,0.01094402011083308,-0.4166154419114944,-0.3737059218133601,5329,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2023,-0.3885639352696094,0.01037612965365406,-0.40890519504917416,-0.36822267549004467,5573,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,60-69,2024,-0.3926672450799827,0.010424178312476062,-0.4131022401024868,-0.37223225005747856,6215,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,1997,-0.3635638490206407,0.020040517463321018,-0.40285670419387876,-0.32427099384740266,3360,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,1998,-0.3970349276451974,0.020631800216530216,-0.4374888505642011,-0.3565810047261937,2999,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,1999,-0.4055347511901725,0.022423255848619147,-0.4495017060310275,-0.3615677963493175,2929,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2000,-0.3640735668181922,0.018862218036760265,-0.4010579374920946,-0.3270891961442898,2966,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2001,-0.36810098879371655,0.022260552608081175,-0.41174902470606406,-0.32445295288136905,2912,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2002,-0.31968495234975425,0.017298576281124488,-0.3536046103735351,-0.2857652943259734,2726,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2003,-0.34279988393561334,0.018741569810806383,-0.3795497215324981,-0.30605004633872857,2613,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2004,-0.33044709276189255,0.017159978015951868,-0.3640951827449511,-0.296799002778834,2690,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2005,-0.33544916624528565,0.01695096514020369,-0.36868741397538474,-0.30221091851518656,2690,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2006,-0.33217306804767965,0.02045428987535165,-0.3722873230103366,-0.2920588130850227,1977,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2007,-0.3033473229346512,0.021396503642111393,-0.34530977201769675,-0.2613848738516057,1950,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2008,-0.32758283985846115,0.023093300187543502,-0.3728744762854249,-0.2822912034314974,1854,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2009,-0.353807582454635,0.020545651782145527,-0.39409747618042434,-0.31351768872884567,2307,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2010,-0.3045450700634709,0.01935373274375486,-0.34249785439319164,-0.2665922857337502,2280,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2011,-0.323613552610418,0.016013588004562516,-0.35501288731848724,-0.2922142179023488,2864,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2012,-0.34549495735186303,0.01569722754294977,-0.3762733508157716,-0.31471656388795444,3008,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2013,-0.3219609925428259,0.01760457046051956,-0.35647830736461805,-0.28744367772103374,3218,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2014,-0.2972156991009565,0.015418195488626454,-0.3274448780148224,-0.2669865201870906,3635,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2015,-0.32923884508131135,0.016586955122784998,-0.36175999071589915,-0.2967176994467235,3482,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2016,-0.3114385271710812,0.015353173126827161,-0.34154018909884054,-0.2813368652433219,3647,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2017,-0.30334877025405177,0.015073531102738796,-0.3329036257377495,-0.273793914770354,3174,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2018,-0.29619586652849966,0.014586921646790478,-0.32479651865594406,-0.26759521440105527,3204,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2019,-0.36158271820375365,0.01275644614025446,-0.3865923361907214,-0.3365731002167859,4069,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2020,-0.34585136552524776,0.012790097515763491,-0.37092611819662963,-0.3207766128538659,4585,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2021,-0.34336568415269664,0.012608911588062993,-0.36808600511618517,-0.3186453631892081,4096,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2022,-0.36530220703209554,0.012149799371850612,-0.3891225948501368,-0.3414818192140543,3996,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2023,-0.3299059443384585,0.012253678732420314,-0.35392921238924063,-0.30588267628767635,4476,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,70-79,2024,-0.34873281964791925,0.011899793537715237,-0.3720615316007262,-0.3254041076951123,5094,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,80-89,1997,-0.30657642214358016,0.028620338048260932,-0.36271220868955173,-0.2504406355976086,1661,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,80-89,1998,-0.3283993165007465,0.030427555819160134,-0.38808268514154415,-0.26871594785994884,1557,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,80-89,1999,-0.3536476477180742,0.030511232618717413,-0.41349780984550943,-0.293797485590639,1473,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,80-89,2000,-0.2964328672354716,0.02920751977562956,-0.35372272012285255,-0.23914301434809063,1572,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,80-89,2001,-0.28731387336701636,0.03193057229588893,-0.3499445319602719,-0.2246832147737608,1585,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,80-89,2002,-0.2984749755704927,0.024514240744012494,-0.34655881555383705,-0.2503911355871483,1583,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,80-89,2003,-0.25743486835857876,0.02590319899314306,-0.30824273632735055,-0.20662700038980694,1598,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,80-89,2004,-0.2658018514848501,0.022777233722402417,-0.31047586427722357,-0.22112783869247662,1721,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,80-89,2005,-0.24713908255713904,0.024282204634229965,-0.2947642680537141,-0.19951389706056402,1752,Comorbidity Count
NHIS,comorb_count,Comorbidity Count,80-89,2006,-0.28025711992494634,0.027261456299814486,-0.33373789191445347,-0.22677634793543924,1315,Comorbidity Count
