survey,variable,variable_label,age_group,year,mean,se,ci_lower,ci_upper,n_unweighted,category,value_scaled
BRFSS,comorb_count,Comorbidity Count,40-49,2013,0.29912501379539,0.004136652980242292,0.2910173229375749,0.3072327046532052,67171,Comorbidity Count,0.2784846970292427
BRFSS,comorb_count,Comorbidity Count,40-49,2014,0.3042533892434344,0.004294954146595805,0.2958354338008557,0.31267134468601315,61220,Comorbidity Count,0.28339325210193794
BRFSS,comorb_count,Comorbidity Count,40-49,2015,0.2994750680421136,0.004253748629659476,0.29113787392869445,0.30781226215553276,55224,Comorbidity Count,0.2788197467084016
BRFSS,comorb_count,Comorbidity Count,40-49,2016,0.3042610153223905,0.004353988926186446,0.2957273538379789,0.3127946768068022,59776,Comorbidity Count,0.28340055130008046
BRFSS,comorb_count,Comorbidity Count,40-49,2017,0.29797820774414424,0.004949222258433889,0.2882779103661298,0.30767850512215866,55659,Comorbidity Count,0.27738704715604817
BRFSS,comorb_count,Comorbidity Count,40-49,2018,0.31304478714958134,0.0048899275955512035,0.30346070517529244,0.32262886912387023,53319,Comorbidity Count,0.29180781948794215
BRFSS,comorb_count,Comorbidity Count,40-49,2019,0.3061720613456106,0.004767815115149402,0.2968273154349721,0.3155168072562491,50386,Comorbidity Count,0.28522968310730956
BRFSS,comorb_count,Comorbidity Count,40-49,2020,0.2783381593249886,0.004962371673596708,0.2686120895668373,0.28806422908313994,52950,Comorbidity Count,0.2585888409263177
BRFSS,comorb_count,Comorbidity Count,40-49,2021,0.2965692102856243,0.005052363724433699,0.2866667593489376,0.30647166122231095,55866,Comorbidity Count,0.27603844432996805
BRFSS,comorb_count,Comorbidity Count,40-49,2022,0.315209073234476,0.00501055575813001,0.3053885644060114,0.3250295820629406,58389,Comorbidity Count,0.2938793365889033
BRFSS,comorb_count,Comorbidity Count,40-49,2023,0.2924696740666023,0.004859245515588005,0.28294572786401206,0.3019936202691925,55612,Comorbidity Count,0.2721146287849788
BRFSS,comorb_count,Comorbidity Count,40-49,2024,0.3125770323367483,0.004661332135391548,0.30344098923140167,0.3217130754420949,60051,Comorbidity Count,0.29136011430672637
BRFSS,comorb_count,Comorbidity Count,40-49,2025,0.33306752456026567,0.02087494256662559,0.2921533889503374,0.37398166017019396,2948,Comorbidity Count,0.31097231130063424
BRFSS,comorb_count,Comorbidity Count,50-59,1993,0.07020335794997852,0.0032859272113764807,0.06376305895986048,0.07664365694009656,12507,Comorbidity Count,0.059375435932092754
BRFSS,comorb_count,Comorbidity Count,50-59,1994,0.0679534848941104,0.0033828881842284417,0.06132314588929656,0.07458382389892425,13134,Comorbidity Count,0.05722200042153299
BRFSS,comorb_count,Comorbidity Count,50-59,1995,0.07012076636283897,0.003559884418418144,0.0631435211136141,0.07709801161206384,14505,Comorbidity Count,0.05929638451354453
BRFSS,comorb_count,Comorbidity Count,50-59,1996,0.11072555733997788,0.003624650123579207,0.10362137364120398,0.11782974103875178,16408,Comorbidity Count,0.0981607100189179
BRFSS,comorb_count,Comorbidity Count,50-59,1997,0.11893175392728103,0.003831207797711874,0.11142272462647675,0.12644078322808533,18950,Comorbidity Count,0.10601515989183055
BRFSS,comorb_count,Comorbidity Count,50-59,1998,0.1498313950776273,0.00481960391396071,0.14038514498651603,0.15927764516873857,21862,Comorbidity Count,0.13559033274132035
BRFSS,comorb_count,Comorbidity Count,50-59,1999,0.1624073444751963,0.004362334003339259,0.15385732694011692,0.1709573620102757,24276,Comorbidity Count,0.1476272323082065
BRFSS,comorb_count,Comorbidity Count,50-59,2000,0.3507762582979872,0.006122329512367574,0.3387767129522601,0.3627758036437143,29411,Comorbidity Count,0.32792198585155813
BRFSS,comorb_count,Comorbidity Count,50-59,2001,0.44597222823732774,0.0059308694626222895,0.43434793769357966,0.4575965187810758,35186,Comorbidity Count,0.4190375186123417
BRFSS,comorb_count,Comorbidity Count,50-59,2003,0.5153315447780841,0.005338716695637969,0.504867852330971,0.5257952372251972,49128,Comorbidity Count,0.4854238486488106
BRFSS,comorb_count,Comorbidity Count,50-59,2005,0.5719651209394074,0.005369266292740691,0.5614415523822308,0.58248868949658406,71813,Comorbidity Count,0.5396299087097092
BRFSS,comorb_count,Comorbidity Count,50-59,2007,0.5636190604680341,0.004608268938692962,0.5545870193171213,0.572651101618947,91917,Comorbidity Count,0.5316415900152575
BRFSS,comorb_count,Comorbidity Count,50-59,2009,0.5346687778017604,0.004291711837442373,0.5262571771683491,0.5430803784351717,94613,Comorbidity Count,0.5039322192257835
BRFSS,comorb_count,Comorbidity Count,50-59,2011,0.5322089832299142,0.004367840502338349,0.5236481731551157,0.5407697933047126,105507,Comorbidity Count,0.5015778601805564
BRFSS,comorb_count,Comorbidity Count,50-59,2012,0.5471143716382897,0.004721271496690072,0.5378608495435416,0.5563678937330377,96951,Comorbidity Count,0.5158443507336853
BRFSS,comorb_count,Comorbidity Count,50-59,2013,0.5433381271907086,0.0050141978325004225,0.533510480027649,0.5531657743537682,98997,Comorbidity Count,0.5122299695272587
BRFSS,comorb_count,Comorbidity Count,50-59,2014,0.550750011264186,0.004626109579506874,0.5416830030998168,0.5598170194285552,92600,Comorbidity Count,0.5193241539401744
BRFSS,comorb_count,Comorbidity Count,50-59,2015,0.5300568605494809,0.0048319470415142535,0.5205864183729081,0.5395273027260536,84697,Comorbidity Count,0.4995179851173663
BRFSS,comorb_count,Comorbidity Count,50-59,2016,0.5496124264082789,0.004896866412517414,0.5400147446026409,0.5592101082139169,90890,Comorbidity Count,0.5182353300091548
BRFSS,comorb_count,Comorbidity Count,50-59,2017,0.5364827799778167,0.005307058711130948,0.5260811360401605,0.5468844239154729,82590,Comorbidity Count,0.5056684668296044
BRFSS,comorb_count,Comorbidity Count,50-59,2018,0.557746939353835,0.005609192830152918,0.546753123424395,0.5687407552832751,75730,Comorbidity Count,0.5260211688556534
BRFSS,comorb_count,Comorbidity Count,50-59,2019,0.5294759074495482,0.005280162494546175,0.5191269791277185,0.5398248357713779,70795,Comorbidity Count,0.4989619337294438
BRFSS,comorb_count,Comorbidity Count,50-59,2020,0.520790417853739,0.0066181837189115186,0.5078190161216031,0.533761819585875,68373,Comorbidity Count,0.4906487350476649
BRFSS,comorb_count,Comorbidity Count,50-59,2021,0.5237530046989024,0.005873605763699252,0.512240948942665,0.5352650604551398,69866,Comorbidity Count,0.49348433490466675
BRFSS,comorb_count,Comorbidity Count,50-59,2022,0.5583252007486696,0.005631444922744569,0.5472877715191693,0.56936262997817,70253,Comorbidity Count,0.5265746439145128
BRFSS,comorb_count,Comorbidity Count,50-59,2023,0.5431488717816305,0.006125476047356644,0.5311431593406487,0.5551545842226123,65604,Comorbidity Count,0.5120488262767934
BRFSS,comorb_count,Comorbidity Count,50-59,2024,0.570144976150693,0.006147609273779191,0.5580958833830614,0.5821940689183247,67300,Comorbidity Count,0.5378877817874125
BRFSS,comorb_count,Comorbidity Count,50-59,2025,0.6078192501705565,0.025343943076113012,0.5581460345151418,0.6574924658259712,3077,Comorbidity Count,0.5739472026944419
BRFSS,comorb_count,Comorbidity Count,60-69,1993,0.10930109770828911,0.004270041390807969,0.10093197036981016,0.11767022504676805,12145,Comorbidity Count,0.09679730778329536
BRFSS,comorb_count,Comorbidity Count,60-69,1994,0.10948782521716646,0.004575867249120946,0.10051929021085304,0.11845636022347988,12682,Comorbidity Count,0.09697603148833556
BRFSS,comorb_count,Comorbidity Count,60-69,1995,0.10256727852361444,0.004264590897554254,0.09420883395561076,0.11092572309161812,13189,Comorbidity Count,0.09035212399119388
BRFSS,comorb_count,Comorbidity Count,60-69,1996,0.1701135870433249,0.004976812688741744,0.16035921341558915,0.17986796067106067,14285,Comorbidity Count,0.15500315796583977
BRFSS,comorb_count,Comorbidity Count,60-69,1997,0.17347739099998355,0.00504751015408012,0.1635844528863863,0.1833703291135808,15454,Comorbidity Count,0.15822277734478074
BRFSS,comorb_count,Comorbidity Count,60-69,1998,0.19805140973787183,0.0054606829991116395,0.18734866772862285,0.2087541517471208,16857,Comorbidity Count,0.1817434664117961
BRFSS,comorb_count,Comorbidity Count,60-69,1999,0.23009309775439704,0.005622603088266954,0.21907299820203013,0.24111319730676395,18119,Comorbidity Count,0.21241173394497873
BRFSS,comorb_count,Comorbidity Count,60-69,2000,0.48080714794855367,0.007319635486710006,0.46646092601464073,0.4951533698824666,20848,Comorbidity Count,0.45237929001495425
BRFSS,comorb_count,Comorbidity Count,60-69,2001,0.6395504021645599,0.007793090440969275,0.6242762255719968,0.6548245787571231,24279,Comorbidity Count,0.6043182448813046
BRFSS,comorb_count,Comorbidity Count,60-69,2003,0.704803983273926,0.006874234133319094,0.6913307319513247,0.7182772345965274,35714,Comorbidity Count,0.6667748258806628
BRFSS,comorb_count,Comorbidity Count,60-69,2005,0.8142126746091418,0.006764048953128974,0.8009553822713432,0.8274699669469404,54589,Comorbidity Count,0.7714938723489168
BRFSS,comorb_count,Comorbidity Count,60-69,2007,0.8219916654282677,0.005942442673394178,0.8103446918082212,0.8336386390483143,78119,Comorbidity Count,0.7789394280092828
BRFSS,comorb_count,Comorbidity Count,60-69,2009,0.7829724301562243,0.005071933473128125,0.77303162321691,0.7929132370955386,86907,Comorbidity Count,0.741592695663407
BRFSS,comorb_count,Comorbidity Count,60-69,2011,0.7918992954435629,0.005084241228774526,0.7819343657464511,0.8018642251406746,104450,Comorbidity Count,0.750136923817791
BRFSS,comorb_count,Comorbidity Count,60-69,2012,0.8173765131334133,0.006127769539164123,0.80536630553109,0.8293867207357366,98786,Comorbidity Count,0.7745220975236986
BRFSS,comorb_count,Comorbidity Count,60-69,2013,0.7870769191163449,0.005409964724223445,0.7764735830992348,0.7976802551334551,102871,Comorbidity Count,0.7455212516574312
BRFSS,comorb_count,Comorbidity Count,60-69,2014,0.801082419899252,0.005359965679845804,0.7905770802083835,0.8115877595901205,103133,Comorbidity Count,0.7589264269629542
BRFSS,comorb_count,Comorbidity Count,60-69,2015,0.7811506420120827,0.0053762522852460635,0.7706133811611993,0.7916879028629662,97678,Comorbidity Count,0.7398489958257299
BRFSS,comorb_count,Comorbidity Count,60-69,2016,0.7933669714702374,0.005548700706447825,0.7824917179246077,0.8042422250158671,109406,Comorbidity Count,0.7515416900403096
BRFSS,comorb_count,Comorbidity Count,60-69,2017,0.7689356533936376,0.005734426539483577,0.7576963839042591,0.780174922883016,100327,Comorbidity Count,0.7281575849777105
BRFSS,comorb_count,Comorbidity Count,60-69,2018,0.7972483399382503,0.006593396838638414,0.7843255195987388,0.8101711602777618,92505,Comorbidity Count,0.7552566892785048
BRFSS,comorb_count,Comorbidity Count,60-69,2019,0.7627285210042712,0.005657105130103032,0.7516407986925125,0.7738162433160299,89712,Comorbidity Count,0.7222165123153467
BRFSS,comorb_count,Comorbidity Count,60-69,2020,0.7393721940260671,0.006281142224996849,0.7270613814832996,0.7516830065688347,83916,Comorbidity Count,0.6998613204168852
BRFSS,comorb_count,Comorbidity Count,60-69,2021,0.7626992018503712,0.006504498213864163,0.7499506196136924,0.7754477840870501,87669,Comorbidity Count,0.7221884498844539
BRFSS,comorb_count,Comorbidity Count,60-69,2022,0.799632610158934,0.0061103623395360514,0.7876565200409535,0.8116087002769146,90692,Comorbidity Count,0.7575387612143408
BRFSS,comorb_count,Comorbidity Count,60-69,2023,0.7622651396354936,0.006512620527578798,0.7495006379564629,0.7750296413145242,87824,Comorbidity Count,0.7217729931168502
BRFSS,comorb_count,Comorbidity Count,60-69,2024,0.796062195301932,0.00652490636682866,0.7832736138204517,0.8088507767834123,92392,Comorbidity Count,0.7541213870116299
BRFSS,comorb_count,Comorbidity Count,60-69,2025,0.8073874318791474,0.031946228246754846,0.7447739750736118,0.8700008886846831,3696,Comorbidity Count,0.7649611837491643
BRFSS,comorb_count,Comorbidity Count,70-79,1993,0.12920424423936117,0.005220521688107738,0.11897220975015976,0.13943627872856257,9477,Comorbidity Count,0.11584733480597433
BRFSS,comorb_count,Comorbidity Count,70-79,1994,0.1180850706680772,0.005212792392607492,0.10786818531968215,0.12830195601647226,10025,Comorbidity Count,0.10520476848249724
BRFSS,comorb_count,Comorbidity Count,70-79,1995,0.12691916276791562,0.005371118727458679,0.11639196350540801,0.13744636203042324,10936,Comorbidity Count,0.11366020003750434
BRFSS,comorb_count,Comorbidity Count,70-79,1996,0.20639485287199527,0.005897810360886469,0.19483535697701063,0.21795434876697992,11641,Comorbidity Count,0.1897292799573629
BRFSS,comorb_count,Comorbidity Count,70-79,1997,0.1917064254652374,0.0053899020588039194,0.18114241154978342,0.20227043938069136,13008,Comorbidity Count,0.17567045068719905
BRFSS,comorb_count,Comorbidity Count,70-79,1998,0.24062209724028144,0.007031147841345954,0.22684130070126682,0.25440289377929604,14031,Comorbidity Count,0.2224894231392343
BRFSS,comorb_count,Comorbidity Count,70-79,1999,0.2888985903469824,0.007303679631712306,0.27458364131420754,0.30321353937975726,14941,Comorbidity Count,0.26869661438947584
BRFSS,comorb_count,Comorbidity Count,70-79,2000,0.5746860878141402,0.00913924102240516,0.556773504564195,0.5925986710640854,16600,Comorbidity Count,0.5422342452858657
BRFSS,comorb_count,Comorbidity Count,70-79,2001,0.7633918504880156,0.00826052637078983,0.7472015163079242,0.779582184668107,19395,Comorbidity Count,0.722851409142868
BRFSS,comorb_count,Comorbidity Count,70-79,2003,0.8179487656703177,0.00823415762945877,0.8018101132735528,0.8340874180670826,26635,Comorbidity Count,0.7750698212856076
BRFSS,comorb_count,Comorbidity Count,70-79,2005,0.9693907793612153,0.008201091327793873,0.9533169357248156,0.9854646229976151,40504,Comorbidity Count,0.9200204927121884
BRFSS,comorb_count,Comorbidity Count,70-79,2007,0.9850895616910055,0.0076028182801236785,0.9701883116809603,0.9999908117010506,55383,Comorbidity Count,0.9350463695070346
BRFSS,comorb_count,Comorbidity Count,70-79,2009,0.9518421331632353,0.006488498496847782,0.9391249097956713,0.9645593565307993,60032,Comorbidity Count,0.903224043780807
BRFSS,comorb_count,Comorbidity Count,70-79,2011,0.9632438019260893,0.006435776936149843,0.9506299109187021,0.9758576929334765,70361,Comorbidity Count,0.9141369965492004
BRFSS,comorb_count,Comorbidity Count,70-79,2012,0.9847498399455371,0.006990787783190743,0.9710481476669206,0.9984515322241536,65570,Comorbidity Count,0.9347212094414509
BRFSS,comorb_count,Comorbidity Count,70-79,2013,0.9677501970491718,0.007156478366993637,0.9537237571937243,0.9817766369046192,69483,Comorbidity Count,0.9184502315814387
BRFSS,comorb_count,Comorbidity Count,70-79,2014,0.9986981084502006,0.007111185265838025,0.9847604414417661,1.012635775458635,69286,Comorbidity Count,0.948071605647327
BRFSS,comorb_count,Comorbidity Count,70-79,2015,0.9640968496777901,0.006827220797011853,0.950715742801144,0.9774779565544361,65795,Comorbidity Count,0.914953479646291
BRFSS,comorb_count,Comorbidity Count,70-79,2016,0.977490370148474,0.00702237723817957,0.9637267636757881,0.9912539766211598,74186,Comorbidity Count,0.9277729062880536
BRFSS,comorb_count,Comorbidity Count,70-79,2017,0.945279109943401,0.007905709128439948,0.9297842047794092,0.9607740151073929,70753,Comorbidity Count,0.8969423350322367
BRFSS,comorb_count,Comorbidity Count,70-79,2018,1.0025111370650595,0.008100600267632953,0.9866342522873434,1.0183880218427757,68276,Comorbidity Count,0.9517211943210531
BRFSS,comorb_count,Comorbidity Count,70-79,2019,0.9512868121192473,0.0067728340315258186,0.9380123013441894,0.9645613228943051,71003,Comorbidity Count,0.9026925257679281
BRFSS,comorb_count,Comorbidity Count,70-79,2020,0.9536620464614418,0.008509226995837721,0.9369842680133239,0.9703398249095597,65267,Comorbidity Count,0.9049659491351008
