survey,variable,variable_label,age_group,year,mean,se,ci_lower,ci_upper,n_unweighted,category
MEPS,comorb_count,Comorbidity Count,30-39,2023,0.4257757425740393,0.02092132057360415,0.3847707077407583,0.46678077740732027,1369,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2007,0.5555972261854074,0.01668901673160107,0.522887354454083,0.5883070979167319,3681,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2008,0.7226571284254989,0.018548357055318408,0.6863030166246854,0.7590112402263124,3940,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2009,0.7170925300737606,0.017397624667650012,0.682993812308621,0.7511912478389002,4421,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2010,0.6972284165138924,0.017317269814567954,0.6632871913667766,0.7311696416610083,3875,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2011,0.6994741255156456,0.018020486638519115,0.6641546207202629,0.7347936303110283,4023,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2012,0.663306629757772,0.016934333486964073,0.6301159460211319,0.6964973134944121,4454,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2013,0.7339450469796932,0.019160414883280324,0.6963913238796186,0.7714987700797679,4050,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2014,0.7414466660407663,0.019678809867406017,0.702876907442039,0.7800164246394935,3586,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2015,0.7632805271442044,0.022279089618537955,0.7196143138835298,0.8069467404048789,3661,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2016,0.7232074526608142,0.022070862495008038,0.6799493570628626,0.7664655482587658,3709,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2017,0.6830821923912006,0.01908649264498628,0.6456733542158388,0.7204910305665624,3402,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2018,0.6916992888454443,0.018669425109742194,0.6551078880182819,0.7282906896726067,2965,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2019,0.6643875504020631,0.019835009695618886,0.6255116457656473,0.7032634550384789,2686,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2020,0.716151149886912,0.024384079506601933,0.668359232257811,0.7639430675160129,1986,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2021,0.6814746883802667,0.025005428817334245,0.6324649484803115,0.7304844282802219,2062,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2022,0.6371679271250413,0.029129114872625164,0.580075911073166,0.6942599431769166,1414,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,40-49,2023,0.6916131782173804,0.03023858174719644,0.6323466470493052,0.7508797093854557,1282,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2007,0.979544155644823,0.01950873694871012,0.9413077338414854,1.0177805774481608,3359,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2008,1.1593317841788062,0.02199966217520608,1.1162132386433543,1.2024503297142581,3533,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2009,1.1628254784395216,0.0204203356149917,1.1228023560819174,1.2028486007971257,4062,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2010,1.18905211140052,0.02165723279919048,1.146604715109307,1.2314995076917328,3678,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2011,1.1474227860146062,0.02194017022418625,1.104420842560523,1.1904247294686894,3924,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2012,1.1116415569854559,0.021535074707349205,1.069433586154672,1.1538495278162397,4381,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2013,1.1407974351528118,0.023066229246263757,1.0955884565709904,1.1860064137346333,3977,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2014,1.208139921858528,0.024120229386403437,1.1608651409623327,1.2554147027547233,3738,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2015,1.2018866066616094,0.02303942975539235,1.1567301541166999,1.247043059206519,3880,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2016,1.1736379733494355,0.02244756762279764,1.1296415492682248,1.2176343974306463,3766,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2017,1.1926874534947483,0.023310781805792317,1.1469991607039238,1.2383757462855727,3517,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2018,1.1646815721468313,0.023233481640551782,1.1191447848958773,1.2102183593977853,3216,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2019,1.1266635362509867,0.023021247252424083,1.0815427207570438,1.1717843517449296,2940,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2020,1.2045504335120745,0.02770755130297385,1.15024463085845,1.258856236165699,2362,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2021,1.1672974138376657,0.0301865868533138,1.1081327907889804,1.226462036886351,2420,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2022,1.1087095214924811,0.03443201930314108,1.0412240037433367,1.1761950392416256,1764,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,50-59,2023,1.1597072822506314,0.03578083578835465,1.0895781327687144,1.2298364317325483,1537,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2007,1.445075748469968,0.0283055821133903,1.3895978269662819,1.500553669973654,2247,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2008,1.7878602514916355,0.031915758034207646,1.7253065152052938,1.8504139877779773,2310,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2009,1.7851070488253198,0.030012947617859453,1.726282752424428,1.8439313452262116,2683,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2010,1.7421970700911475,0.029452332285548867,1.6844715595507656,1.7999225806315295,2527,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2011,1.7119158379144124,0.029001683862993687,1.6550735820519282,1.7687580937768965,2747,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2012,1.6970182573319068,0.027501901333600906,1.643115521211675,1.7509209934521386,3154,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2013,1.7750351749826945,0.029052472788557025,1.7180933746552927,1.8319769753100963,2976,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2014,1.7551811515201132,0.02962516538279521,1.6971168943337918,1.8132454087064347,2729,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2015,1.752538738392603,0.030208422262456215,1.693331318728411,1.811746158056795,2807,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2016,1.710962881771471,0.02790574357764774,1.6562686293974715,1.7656571341454705,2981,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2017,1.642733383845982,0.026597742153580073,1.5906027671548824,1.6948640005370819,3072,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2018,1.63352637236418,0.02564746346960823,1.583258267668941,1.6837944770594189,3189,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2019,1.621469701146069,0.02621683762789469,1.5700856436068609,1.6728537586852772,3067,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2020,1.7442520824156242,0.029142670233658855,1.6871334983443254,1.8013706664869231,2806,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2021,1.6726088745704148,0.0287225314470684,1.6163137473893416,1.728904001751488,3010,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2022,1.6707080139347408,0.033928628130335876,1.60420912475443,1.7372069031150517,2269,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,60-69,2023,1.6758871700521218,0.03409248635057082,1.6090671246615798,1.742707215442664,2021,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2007,1.7996694749737805,0.036183881169130384,1.7287503710614078,1.8705885788861532,1374,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2008,2.223953014716311,0.041584699040147576,2.1424485022896844,2.305457527142938,1349,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2009,2.2453552431005916,0.04122568040572797,2.1645543942672063,2.326156091933977,1433,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2010,2.2561431357126374,0.039329918936567315,2.1790579110820856,2.333228360343189,1395,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2011,2.2450234323060596,0.03962680310604216,2.167356325395757,2.3226905392163624,1516,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2012,2.1981004739201095,0.039916676202317904,2.1198652261810196,2.2763357216591995,1605,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2013,2.2818177946515608,0.04187967137825024,2.1997351470658173,2.3639004422373042,1441,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2014,2.269541906253207,0.043121913091131336,2.1850245096501233,2.3540593028562906,1450,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2015,2.2350587732724176,0.04087150876178123,2.1549520881055133,2.315165458439322,1600,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2016,2.2450958387926323,0.03772228478839658,2.171161519192812,2.3190301583924526,1741,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2017,2.2274884954272056,0.035032653096536054,2.1588257570751095,2.2961512337793017,1917,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2018,2.187570713526093,0.03270632539893268,2.1234674936775373,2.2516739333746485,2120,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2019,2.1598311375950865,0.03116193374821654,2.0987548697599587,2.2209074054302143,2064,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2020,2.296600326270326,0.03488283322332534,2.228231229473891,2.364969423066761,2066,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2021,2.204511167248716,0.032161578986899926,2.141475630748452,2.26754670374898,2423,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2022,2.166823347642944,0.039853531006126944,2.088711862214185,2.2449348330717034,1833,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,70-79,2023,2.1974839327855364,0.04097594234407176,2.117172561558566,2.277795304012507,1594,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2007,1.8891638500115906,0.04532156196916651,1.800335220828924,1.9779924791942571,849,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2008,2.4668564763953564,0.05245770698545654,2.3640412599923066,2.5696716927984062,798,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2009,2.4317492525161932,0.04756094691295438,2.3385315094961814,2.524966995536205,929,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2010,2.477862231790172,0.05020253581969848,2.379467069650981,2.576257393929363,905,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2011,2.4370278346449963,0.05096196037698614,2.337144227724546,2.5369114415654463,912,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2012,2.425367668442909,0.05169169761907519,2.324053802809787,2.5266815340760314,942,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2013,2.4824755763050996,0.05775354949488417,2.3692806993157753,2.595670453294424,858,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2014,2.5402289820251704,0.059244475972839765,2.424111942835456,2.656346021214885,846,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2015,2.438733271386417,0.048099462488259616,2.3444600572336927,2.533006485539141,934,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2016,2.4172014989606665,0.04896795161001058,2.3212260774083457,2.5131769205129872,1004,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2017,2.363333935922713,0.04995200284170838,2.265429809397322,2.461238062448104,998,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2018,2.46301208034582,0.04637042461963714,2.372127718143502,2.5538964425481385,1088,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2019,2.441353082272422,0.04671515007011259,2.3497930706026176,2.5329130939422266,1005,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2020,2.5745771374817252,0.05424113984439066,2.468266456906319,2.6808878180571316,941,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2021,2.483619348373248,0.049936805230558566,2.385745008618362,2.581493688128134,1052,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2022,2.540117151893211,0.057505904779306616,2.42740764962738,2.6528266541590417,819,Comorbidity Count
MEPS,comorb_count,Comorbidity Count,80-89,2023,2.408480061948065,0.0632598680021483,2.2844929989970963,2.5324671248990334,746,Comorbidity Count
MEPS,K6SUM_scaled,K6 (0-6),18-29,2007,0.7135798617247712,0.0191924934252819,0.6759632658376968,0.7511964576118455,3473,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2008,0.7697647160027776,0.018342655341918188,0.7338137721517868,0.8057156598537685,4111,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2009,0.7741973693016488,0.018739302358403907,0.7374690115837707,0.810925727019527,4517,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2010,0.705326347933592,0.018954861842468328,0.6681755013904215,0.7424771944767624,3930,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2011,0.6966897354307264,0.017492604753190994,0.6624048601186779,0.7309746107427749,4481,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2012,0.7064863727955691,0.01787406061944504,0.6714538577239711,0.7415188878671671,5119,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2013,0.6235590409245861,0.017685857990139234,0.5888953962282233,0.658222685620949,4707,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2014,0.5952458352284242,0.017528601663825763,0.5608904072679769,0.6296012631888716,4143,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2015,0.6313132533245783,0.0190761907936107,0.5939246064068868,0.6687019002422698,4077,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2016,0.5923558200902156,0.018637964190808064,0.5558260815310846,0.6288855586493466,3845,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2017,0.5676173833351832,0.018456625907930468,0.5314430612795106,0.6037917053908558,3434,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2018,0.6377180485477313,0.02116904814546555,0.5962274765956244,0.6792086204998382,2913,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2019,0.6361478952192475,0.02182528910540702,0.5933711146204753,0.6789246758180197,2473,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2020,0.7618411969585033,0.03173417183546307,0.6996433630817903,0.8240390308352162,1550,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2021,0.7807605070452209,0.03352367344217255,0.7150553144690809,0.846465699621361,1686,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2022,0.8509163338383362,0.04052092460692399,0.7714967809885024,0.93033588668817,1078,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),18-29,2023,0.9598611360565532,0.05200883994997858,0.8579256828768873,1.0617965892362191,932,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2007,0.7255825020901454,0.020942371857596787,0.6845362074984105,0.7666287966818803,3175,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2008,0.7480134613582758,0.020458773676416266,0.7079150017846438,0.78811192093190785,3492,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2009,0.7438537349215929,0.01946685436383985,0.7056994014761804,0.7820080683670054,3928,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2010,0.7473413740213392,0.021407929183234448,0.7053826038386157,0.7893001442040626,3467,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2011,0.7443382439308911,0.020470490859921205,0.7042168190995892,0.784459668762193,3704,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2012,0.7345036365155702,0.02026434927202046,0.6947862417722696,0.7742210312588708,4262,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2013,0.6699733632539537,0.021769912105772803,0.6273051195800365,0.7126416069278709,3916,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2014,0.6497577030647708,0.020830005950919023,0.6089316416032144,0.6905837645263271,3576,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2015,0.6350399814318258,0.01920178432531395,0.5974051757153047,0.6726747871483469,3651,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2016,0.6304404007142765,0.02025257785120362,0.5907460775318238,0.6701347238967292,3516,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2017,0.5762377742403235,0.019702343895946047,0.5376218897932467,0.6148536586874004,3238,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2018,0.57599191007709,0.01777488072929503,0.5411537840181767,0.6108300361360034,2966,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2019,0.5955140709109071,0.019731748336045025,0.5568405548202507,0.6341875870015635,2569,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2020,0.7103648879353859,0.026388069063088833,0.6586452229501761,0.7620845529205956,1820,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2021,0.7166602887955615,0.028059066524686167,0.6616655289673632,0.7716550486237599,1888,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2022,0.8213616799843834,0.0375350931310591,0.7477942492911508,0.8949291106776159,1358,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),30-39,2023,0.8411245412234533,0.03427471001890637,0.7739473440058426,0.9083017384410639,1215,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2007,0.7519784577403248,0.020158465319074215,0.7124685917313396,0.79148832374931,3343,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2008,0.7749210867288019,0.021345290676690623,0.7330850857629497,0.816757087694654,3517,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2009,0.786220111581285,0.02038728203561071,0.7462617730488276,0.8261784501137425,3965,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2010,0.7864164747758194,0.022668501787589307,0.7419870276886625,0.8308459218629763,3483,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2011,0.78720857339333,0.022733296986317948,0.7426521300502938,0.831765016736366,3644,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2012,0.7557643881012842,0.021904497430015542,0.7128323620390036,0.7986964141635648,4042,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2013,0.7368972144106958,0.02286961886751379,0.6920735850902111,0.7817208437311804,3684,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2014,0.6524959256622221,0.023045900626907524,0.6073267904421944,0.6976650608822499,3205,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2015,0.6318194764571464,0.021838072367171616,0.5890176411257106,0.6746213117885822,3351,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2016,0.6134595403705652,0.022362312042189615,0.5696302141568271,0.6572888665843032,3311,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2017,0.5558280276068539,0.0192402207394635,0.5181178879029048,0.593538167310803,3129,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2018,0.5484072744979932,0.01912920317198998,0.5109147252279435,0.585899823768043,2702,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2019,0.5920307077963642,0.02118452065201702,0.5505098102886659,0.6335516053040626,2453,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2020,0.6361347712898887,0.025640732088241858,0.5858798598596942,0.6863896827200833,1805,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2021,0.6042928208026113,0.024720840290552198,0.5558408641655623,0.6527447774396602,1893,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2022,0.6764130105172956,0.031063316926668375,0.6155300281006721,0.7372959929339191,1287,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),40-49,2023,0.6930973080809817,0.03408865011807342,0.6262847815679707,0.7599098345939926,1139,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2007,0.7846589305458194,0.02125901307533554,0.7429920305712956,0.8263258305203431,3006,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2008,0.8102315514429109,0.021740244954290402,0.7676214543174231,0.8528416485683987,3121,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2009,0.8177893059401566,0.021774118194385975,0.7751128184840418,0.8604657933962715,3598,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2010,0.7901530940303421,0.021770598806144105,0.7474835044484289,0.8328226836122552,3276,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2011,0.8128222574903232,0.022681036411954646,0.7683682429908506,0.8572762719897958,3505,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2012,0.77654837219621,0.021607966117975896,0.7341975368258155,0.8188992075666045,3980,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2013,0.7738324675197668,0.02486507815488531,0.7250978098634179,0.8225671251761156,3588,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2014,0.7062018235935835,0.02312502560039189,0.6608776062752487,0.7515260409119183,3287,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2015,0.6744707742094266,0.020461542450473966,0.6343668879383602,0.714574660480493,3513,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2016,0.6096717391120392,0.020018839127764823,0.5704355354093189,0.6489079428147595,3301,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2017,0.6253756363589796,0.02077206209275812,0.584663142772544,0.6660881299454152,3207,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2018,0.5755962507674146,0.019186482449582536,0.537991436176223,0.6132010653586062,2892,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2019,0.5971577989307415,0.02007562240157787,0.5578103020564233,0.6365052958050597,2669,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2020,0.6534035575488748,0.02290442021383132,0.6085117188429943,0.6982953962547553,2139,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2021,0.6024394741163932,0.02204049856627337,0.5592408907251907,0.6456380575075957,2219,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2022,0.6190843735370245,0.0268353059943307,0.5664881402740245,0.6716806068000245,1598,Mental Health
MEPS,K6SUM_scaled,K6 (0-6),50-59,2023,0.6534670501831507,0.030513040512160035,0.5936625897205055,0.7132715106457959,1385,Mental Health
