survey,outcome,outcome_label,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted,category
MEPS,provider_respect,Provider Respect,18-29,2010,-0.03896120086496058,0.0349509432997123,-0.10794357846700253,0.03002117673708138,176,Provider Respect
MEPS,provider_respect,Provider Respect,18-29,2011,-0.03686728716654326,0.04770282495116003,-0.130962453743782,0.05722787941069548,192,Provider Respect
MEPS,provider_respect,Provider Respect,18-29,2012,0.10512158555846507,0.03751605529425861,0.031146058138874194,0.17909711297805594,203,Provider Respect
MEPS,provider_respect,Provider Respect,18-29,2013,-0.032723126705285155,0.034723142407824543,-0.10117183807239477,0.03572558466182446,213,Provider Respect
MEPS,provider_respect,Provider Respect,18-29,2014,0.026002907451176494,0.043920841157776634,-0.06068328076881335,0.11268909567116633,176,Provider Respect
MEPS,provider_respect,Provider Respect,18-29,2015,-0.01292724177327274,0.03817317101463436,-0.08822745107037047,0.062372967523824985,191,Provider Respect
MEPS,provider_respect,Provider Respect,18-29,2016,-0.03443014106826723,0.027527389496539354,-0.08877666667408395,0.019916384537549514,169,Provider Respect
MEPS,provider_respect,Provider Respect,18-29,2017,0.016839449025393236,0.042417103077256865,-0.06705993779963003,0.10073883585041654,135,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2002,0.04275780760204412,0.026831365709359706,-0.010000073240948183,0.09551568844503644,379,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2003,-0.024306831937521256,0.03392161410439872,-0.09109700710121062,0.04248334322616808,267,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2004,-0.03408499890515373,0.028505309534253356,-0.09018068337454024,0.02201068556423278,302,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2005,7.675268765778412e-4,0.03490070097206764,-0.06796024212245692,0.06949529587561262,259,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2006,-0.024540717216775275,0.03172947006750374,-0.08706267063737891,0.03798123620382835,229,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2007,-0.017716709708810594,0.040634860362308976,-0.09785694593808376,0.062423526520462555,197,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2008,-0.03345509105611109,0.041560792095059494,-0.11529967376232023,0.0483894916500981,258,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2009,-0.016208303412318527,0.039404101001155434,-0.0938072160093259,0.061390609184688895,257,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2010,-0.031272445969903126,0.02994752257381491,-0.090333189724378,0.02778829778457171,198,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2011,-0.04037100259373087,0.04220409395548889,-0.12362832847662908,0.04288632328916732,189,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2012,0.0729783340279057,0.03956303205123319,-0.005048038063999602,0.15100470611981096,197,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2013,-0.03351940569663209,0.03766346322105872,-0.10777898309248027,0.04074017169921605,206,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2014,-0.08439531079823304,0.058721821083521523,-0.20035963823637182,0.03156901663990573,163,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2015,0.01968001719484244,0.0457010490683044,-0.07063085385077904,0.10999088824046392,150,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2016,-0.03487454845346297,0.04140019767900917,-0.11664777025827035,0.04689867335134444,159,Provider Respect
MEPS,provider_respect,Provider Respect,30-39,2017,-0.08389093959751853,0.05182219464207719,-0.1862979440981566,0.018516064903119536,150,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2002,0.009801823410261009,0.02950620728227928,-0.04819641219156907,0.06780005901209109,422,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2003,0.0033642983443824574,0.024848043912444735,-0.04550596481223306,0.05223456150099797,352,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2004,0.005489759261648089,0.02916219725348945,-0.05188409266028533,0.06286361118358151,322,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2005,0.021969550332394346,0.030247690561176113,-0.037565893494907514,0.0815049941596962,289,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2006,-0.030654186544766784,0.028635141416719908,-0.08698092382810177,0.025672550738568205,338,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2007,-0.016875794400816525,0.030379229642824163,-0.07675984870084644,0.043008259899213405,214,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2008,-0.060380892074118085,0.034150818677848686,-0.12758639098728783,0.006824606839051665,302,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2009,0.021186708575300923,0.03287048085974988,-0.043516929527857316,0.08589034667845916,283,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2010,-0.02319359893170655,0.03103772732219394,-0.08432475100938516,0.037937553145972094,250,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2011,0.0064402787177838365,0.025169254557387243,-0.04313444863248431,0.05601500606805197,248,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2012,0.025911332429114576,0.03249435129327126,-0.03809259376524811,0.08991525862347725,247,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2013,0.021270184089226894,0.03966907159316244,-0.05689651208028835,0.09943688025874212,229,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2014,0.05185470332392028,0.03891231114604167,-0.02488831436252123,0.12859772101036177,197,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2015,-0.03364120915608548,0.0433839414177422,-0.11919777042868958,0.05191535211651861,199,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2016,0.013164766826449742,0.034179764659973404,-0.05418541738563013,0.0805149510385296,229,Provider Respect
MEPS,provider_respect,Provider Respect,40-49,2017,0.019662296324991474,0.044072264421638,-0.06727443559791092,0.10659902824789387,191,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2002,-0.005307841513346483,0.028179864375663936,-0.06074773962603767,0.0501320565993447,324,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2003,0.0037826003750663214,0.02819686880114003,-0.05172045172996279,0.059285652480095465,284,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2004,-0.059617213012933545,0.031921792117809,-0.12247424545408347,0.003239819428216384,263,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2005,-0.00857009397912744,0.02654882999421333,-0.06082367202885396,0.04368348407059906,291,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2006,0.015582913908760257,0.02884391311789943,-0.04119036573603905,0.07235619355355956,288,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2007,0.03404746418178867,0.02617352291755469,-0.017507413606438912,0.08560234197001625,246,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2008,-0.02982947457243434,0.032368930070514626,-0.09355813537351437,0.033899186228645684,271,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2009,-1.831751099183093e-4,0.030206884257572984,-0.05964459607368979,0.05927824585385315,282,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2010,-0.035429687516206586,0.033822366653638886,-0.10206944531924228,0.0312100702868291,233,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2011,0.004229902870484325,0.03150753364757077,-0.05783029460645702,0.06629010034742568,247,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2012,-0.0025107747071216125,0.028862971782990077,-0.059358581222195804,0.054337031807952615,250,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2013,-0.02877285700336827,0.02980620705867221,-0.08746305858719482,0.029917344580458277,264,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2014,0.001780606988098672,0.03361115404252993,-0.06442578364562096,0.0679869976218183,245,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2015,-0.003545329288318262,0.036274005539523514,-0.07497615128100428,0.06788549270436772,260,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2016,-0.017714090478184088,0.03079529923457066,-0.07834053801037179,0.04291235705400362,275,Provider Respect
MEPS,provider_respect,Provider Respect,50-59,2017,-0.007804432064337964,0.03262883367974894,-0.07208824759305747,0.05647938346438154,236,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2002,-0.031551325401997156,0.03245235992970132,-0.09554015479055272,0.032437503986558404,204,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2003,-0.04601087979378243,0.03741125414511629,-0.11991636560102946,0.027894606013464593,156,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2004,0.012797080809068008,0.04249890910261777,-0.07120520324816043,0.09679936486629645,146,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2005,-0.04226033940899419,0.037043406481491986,-0.1154317174746661,0.030911038656677735,158,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2006,-0.02258350971588496,0.043257362115268164,-0.10804233536348348,0.06287531593171355,155,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2007,0.003971205597176438,0.03799378317574857,-0.07099098130967924,0.07893339250403207,185,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2008,0.04410562057013328,0.037626457181791695,-0.03013728838961898,0.1183485295298855,183,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2009,-0.0024968883430175463,0.041517790763696855,-0.08447150888748853,0.0794777322014534,167,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2010,-0.019293219966249452,0.036751317679051515,-0.0918599674318954,0.053273527499396484,166,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2011,-0.014955064026006661,0.03443230794296585,-0.0828419228541113,0.052931794802098,207,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2012,0.011039719078366358,0.044496134467513354,-0.0767331368112075,0.09881257496794021,191,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2013,0.009600524798078797,0.03753773997656223,-0.06444124048745525,0.08364229008361285,193,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2014,0.01701197376243215,0.03590255990565043,-0.053809239234534845,0.08783318675939913,191,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2015,-0.031115657098157067,0.041764542989392625,-0.11345640272979604,0.051225088533481844,208,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2016,-0.08441129110583834,0.036278070829050574,-0.1559684068782232,-0.012854175333453483,193,Provider Respect
MEPS,provider_respect,Provider Respect,60-69,2017,-0.020764931132344226,0.03611481379201539,-0.0919531478094674,0.05042328554477898,215,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2002,-0.04178118420488797,0.05010556802977526,-0.14093863033185397,0.05737626192207804,128,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2003,-0.0023256965516835026,0.04438555474005772,-0.0901125900035553,0.08546119690018834,136,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2004,-0.12030553770118563,0.04710978928719372,-0.2136209635810751,-0.026990111821296153,117,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2005,0.0554163746359769,0.044826060535900804,-0.033427420039138026,0.14426016931109176,111,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2006,-0.05809324699647179,0.041174516208906456,-0.13957018400259463,0.023383690009651063,129,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2007,0.040712908081961464,0.04485251350942726,-0.04824147376425269,0.1296672899281756,105,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2008,-0.01636930222185616,0.0682798969338659,-0.15217527101782075,0.11943666657410844,85,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2009,0.058060455781767724,0.06795915602592063,-0.07706055316380753,0.19318146472734296,87,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2010,0.015973664247665918,0.062089585539729236,-0.1079576671876019,0.13990499568293369,69,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2011,-0.020784519969579945,0.06388486046245481,-0.14776259769291733,0.10619355775375744,89,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2012,0.03810369958126493,0.065549528947265,-0.09239538798538467,0.16860278714791455,80,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2013,0.05915394308559139,0.0575786783494374,-0.05512379485457843,0.17343168102576112,99,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2014,-0.054617842791437145,0.0634656026262872,-0.1808711438357658,0.07163545825289153,84,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2015,-0.054885150788300786,0.060074660634173105,-0.17425222184847125,0.06448192027186964,91,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2016,-0.07464099084281761,0.05231335227772169,-0.17841660962467237,0.02913462793903708,103,Provider Respect
MEPS,provider_respect,Provider Respect,70-79,2017,-0.04238637371644612,0.0559077355428178,-0.15349124992634924,0.06871850249345707,90,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2002,-0.10777373710007498,0.07274873390058238,-0.2530629913604505,0.03751551716030055,67,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2003,-0.023406762999236008,0.06576409305630529,-0.1548673118623228,0.10805378586385088,64,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2004,-0.04013624961407626,0.05542796115873966,-0.15080174467868657,0.07052924545053402,68,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2005,0.048798668311490975,0.0673988586280407,-0.08627166272167654,0.1838689993446585,57,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2006,-0.009784190081532793,0.06956934631604848,-0.1487649362486002,0.12919655608553465,66,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2007,-0.043327395665514,0.08598996287620486,-0.2161306957031979,0.1294759043721699,51,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2009,-0.10892087638219454,0.07303582140268884,-0.254415693517814,0.03657394075342503,77,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2010,-0.019162316992295692,0.08230563052106309,-0.18432064751597468,0.14599601353138322,54,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2011,0.034608848422010174,0.05710267053930001,-0.07961349908894945,0.14883119593296978,62,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2013,-0.16774851454333248,0.06392818910909266,-0.2957146884127463,-0.0397823406739187,60,Provider Respect
MEPS,provider_respect,Provider Respect,80-89,2016,-0.05909669947865516,0.06746017363655284,-0.19357609782380697,0.07538269886649664,74,Provider Respect
MEPS,provider_explains,Provider Explains,18-29,2002,0.017035397661012926,0.0064521474736175385,0.004384194893820534,0.02968660042820532,2932,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2003,0.028919839942847168,0.007618474361615495,0.013980763351372869,0.043858916534321474,2534,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2004,0.018549305020317642,0.005980406794569246,0.006822288373770151,0.03027632166686514,2521,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2005,0.009559861785081539,0.00675623067392218,-0.003688924916291962,0.022808648486455047,2354,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2006,0.01976212763102587,0.007373445182434903,0.005302747900288125,0.03422150736176361,2277,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2007,0.015704126965747977,0.006951255901261327,0.0020720774673831776,0.029336176464112775,2107,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2008,0.006762965733760981,0.006662412966256633,-0.006301790248528721,0.019827721716050687,2374,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2009,0.007291379597310736,0.006461784029122865,-0.00537934903388213,0.019962108228503604,2617,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2010,0.019435226607609452,0.006498548041736315,0.006691562138117245,0.03217889107710166,2289,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2011,0.0198923346504257,0.006640786015314467,0.006870469336761274,0.032914199964090125,2559,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2012,0.019514538687297172,0.007146317382129649,0.0055020735162539455,0.033527003858340405,2857,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2013,0.014554658943347032,0.006020032634641631,0.0027504220645757412,0.026358895822118325,2755,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2014,0.02052710071889831,0.005410169696080752,0.00991833344089931,0.031135867996897305,2555,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2015,0.010014622608586429,0.005288809627450806,-3.5624282290560097e-4,0.020385488040078465,2518,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2016,0.011154487395510487,0.005533082478016258,3.0421350916739337e-4,0.022004761281853573,2334,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2017,0.009442825440756983,0.006536052223690989,-0.003374999749450675,0.02226065063096464,2099,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2018,0.0034363329550594693,0.006525460522589404,-0.00936263869391853,0.01623530460403747,1667,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2019,0.01720354003172605,0.006887965493563386,0.0036920032406787817,0.030715076822773323,1440,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2020,0.02419413988249615,0.012623110548750805,-5.785654401599047e-4,0.0489668452051522,943,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2021,0.0182204150935285,0.009706492308559446,-8.271534260423895e-4,0.03726798361309938,996,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2022,1.3403515383716592e-4,0.008943475325871763,-0.017428919864535635,0.017696990172209968,626,Provider Explains
MEPS,provider_explains,Provider Explains,18-29,2023,0.004547850783988227,0.007988518897803071,-0.011144661359988796,0.02024036292796525,540,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2002,0.023380805495945296,0.006548417168827969,0.01054116593671002,0.03622044505518057,3124,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2003,0.013315298891226204,0.007129305237515518,-6.64418113428487e-4,0.027295015895880896,2591,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2004,0.02461890105062168,0.006082458695245425,0.012692057738102561,0.03654574436314079,2654,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2005,0.011305752165498251,0.004822715118464569,0.0018488638885405077,0.020762640442455994,2523,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2006,0.018820475845794108,0.006433638190051616,0.00620456950081151,0.031436382190776706,2462,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2007,0.009263316653489482,0.006268020143241239,-0.0030285797961246367,0.0215552131031036,2189,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2008,0.0167573928918621,0.006364527873418724,0.00427675476387023,0.029238031019853977,2365,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2009,0.007735866949409174,0.005907037228967652,-0.0038470357600568113,0.019318769658875166,2636,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2010,0.017100527838727037,0.006024077065130469,0.005287334462840684,0.02891372121461339,2301,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2011,-0.0027660708441121914,0.00769558300787121,-0.017856649727341044,0.012324508039116663,2433,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2012,0.010851065540467185,0.006085345041458689,-0.0010812760147139514,0.02278340709564832,2735,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2013,0.01803092411732978,0.005312557531165448,0.007613571640922039,0.028448276593737526,2559,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2014,0.008348219069358846,0.004520375222132638,-5.162183911318671e-4,0.01721265652984956,2302,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2015,0.015396269496921675,0.0071451990739991025,0.0013847990900192498,0.029407739903824094,2378,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2016,0.017089901141621715,0.007215502198740577,0.0029404548382401686,0.031239347445003264,2341,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2017,0.00757682546389064,0.006534287962982291,-0.005237582434432234,0.020391233362213514,2087,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2018,0.024374539488718257,0.008000243549374755,0.008684296952000854,0.04006478202543566,1891,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2019,0.01893265654645569,0.006871174114715844,0.005455149773771081,0.032410163319140296,1593,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2020,0.009099801458549078,0.006681385744869312,-0.0040090000965152025,0.022208603013613368,1175,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2021,0.02029597804578516,0.008409522741889424,0.0037970991267966686,0.03679485696477365,1211,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2022,0.006748967745554763,0.004751578978393281,-0.0025764275992419252,0.01607436309035145,907,Provider Explains
MEPS,provider_explains,Provider Explains,30-39,2023,0.003909546507208319,0.007847122768315038,-0.011493835526656284,0.019312928541072916,802,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2002,0.03051530091652763,0.0055713570883478385,0.019592072289416913,0.04143852954363835,3706,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2003,0.018444828102864796,0.005317770712816719,0.008018171207138228,0.02887148499859137,3143,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2004,0.010551548993926881,0.004661398645921843,0.0014118127797957108,0.019691285208058053,3107,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2005,0.011083779268217105,0.004464022555596937,0.0023308548282132135,0.019836703708220996,2944,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2006,0.00667755822169434,0.004865578138289056,-0.0028627060256229565,0.016217822469011642,2958,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2007,0.0100496145272954,0.0056106349540520845,-9.522012239829153e-4,0.021051430278573723,2576,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2008,0.015160691676587592,0.00501230026373669,0.0053324237679781665,0.024988959585197017,2743,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2009,0.010134569966662376,0.005560389447702278,-7.678998387472824e-4,0.021037039772072035,3066,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2010,0.0073613157799824165,0.006045579362854714,-0.004493120080133631,0.019215751640098463,2700,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2011,0.0011228054270537434,0.006664883830442071,-0.011945920909578652,0.014191531763686132,2732,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2012,0.020960313795869188,0.005622063570550584,0.00993676410372627,0.031983863488012104,2962,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2013,0.006350167689800941,0.005494805071675142,-0.004424178989612077,0.017124514369213965,2761,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2014,0.014494666137232574,0.0055047904181904405,0.0037001749068203225,0.025289157367644824,2467,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2015,0.01885929604419652,0.006400183130488007,0.006309334315232236,0.03140925777316081,2606,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2016,0.014718650708522888,0.00633176940671065,0.0023027082399391403,0.027134593177106626,2548,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2017,0.025769964245528312,0.0056103013811632935,0.014768340445637473,0.036771588045419155,2365,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2018,0.016018598815036766,0.004957772089539123,0.006295639307034771,0.025741558323038767,1995,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2019,0.013809396049017793,0.0056504168174607225,0.0027274248963519675,0.02489136720168362,1825,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2020,0.005841325971087544,0.006753280587679044,-0.007406396251224784,0.01908904819339988,1392,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2021,0.004911859903691686,0.007087087387508086,-0.00899062973556937,0.01881434954295274,1398,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2022,-0.0037295213557358743,0.010061578418009491,-0.023475606373434953,0.016016563661963194,930,Provider Explains
MEPS,provider_explains,Provider Explains,40-49,2023,0.018834578249266667,0.013791696112264553,-0.008233921288119134,0.045903077786652466,881,Provider Explains
MEPS,provider_explains,Provider Explains,50-59,2002,0.01947525746485015,0.004707678520949496,0.010244819111977718,0.028705695817722584,3142,Provider Explains
MEPS,provider_explains,Provider Explains,50-59,2003,0.013066911337132236,0.005118412806491022,0.003030373559653887,0.023103449114610583,2624,Provider Explains
MEPS,provider_explains,Provider Explains,50-59,2004,0.014420125861980888,0.00438087516497216,0.005829986170323553,0.02301026555363822,2751,Provider Explains
MEPS,provider_explains,Provider Explains,50-59,2005,0.0180721262483016,0.0054468381127078325,0.007391980821308559,0.028752271675294636,2850,Provider Explains
MEPS,provider_explains,Provider Explains,50-59,2006,0.011245796908364514,0.0049515640495245055,0.0015369756120113282,0.020954618204717706,2989,Provider Explains
MEPS,provider_explains,Provider Explains,50-59,2007,0.016301397513410965,0.004782726784313345,0.006923159578718512,0.02567963544810342,2663,Provider Explains
