survey,covariate,covariate_label,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2015,-0.7607139641129786,0.04541233531035819,-0.8502880693792234,-0.6711398588467339,3636
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2016,-0.7256474534885861,0.04202028900174958,-0.8085336577603771,-0.642761249216795,3691
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2017,-0.8365974465388447,0.03538569389170375,-0.9062266297057039,-0.7669682633719855,3394
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2018,-0.7771765131327445,0.0449850323971971,-0.8661255770299505,-0.6882274492355385,2957
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2019,-0.8149862061533858,0.0417710357731437,-0.8974394719640495,-0.7325329403427221,2682
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2020,-0.8404237216399187,0.049066903445569375,-0.937290875797421,-0.7435565674824165,1980
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2021,-0.7808814741700495,0.06598719658762785,-0.9109103168550969,-0.650852631485002,2059
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2022,-0.8481519312150883,0.0540180488289921,-0.9547113208552722,-0.7415925415749043,1411
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2023,-0.6148476232997481,0.07768832995909622,-0.7683778886773642,-0.46131735792213185,1273
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2000,-0.866903228314919,0.0366642111562233,-0.9392529154170055,-0.7945535412128324,2392
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2001,-0.8534654913562415,0.025238840883611512,-0.903089114995099,-0.8038418677173839,3333
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2002,-0.8758483670479906,0.026703464190277606,-0.9284692359753437,-0.8232274981206376,3892
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2003,-0.8883800135989409,0.026298887576193933,-0.9402113173288063,-0.8365487098690756,3243
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2004,-0.859989188037222,0.027579025744649214,-0.914336718466152,-0.805641657608292,3380
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2005,-0.8267676793194594,0.026924231958412134,-0.8798198104691117,-0.773715548169807,3525
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2006,-0.8639570806704071,0.025195646407250572,-0.913612801513569,-0.8143013598272452,3688
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2007,-0.8000418112386035,0.030544837770599076,-0.8601256638940538,-0.7399579585831533,3345
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2008,-0.787399005019445,0.026630998602768595,-0.8399461474522285,-0.7348518625866616,3520
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2009,-0.7831760263094047,0.021844409345734957,-0.8262676776628415,-0.740084374955968,4047
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2010,-0.8354222874633288,0.026604077391560756,-0.8879068143741433,-0.7829377605525142,3668
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2011,-0.8125071865568543,0.02655565269066463,-0.8648925318915635,-0.7601218412221451,3907
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2012,-0.7977915149729128,0.02768080165260884,-0.8524060664540336,-0.743176963491792,4357
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2013,-0.8429251723765004,0.030954110159701526,-0.9039936060222769,-0.781856738730724,3956
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2014,-0.7880864688232632,0.031662678636324826,-0.8505506048464058,-0.7256223328001206,3722
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2015,-0.8514756663692248,0.02747919884629532,-0.9056904918454597,-0.7972608408929899,3864
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2016,-0.8114946034980971,0.028284678224972826,-0.8672907329985107,-0.7556984739976835,3747
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2017,-0.8299389623773344,0.026566626908024204,-0.88220815413477,-0.7776697706198988,3500
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2018,-0.844177947349306,0.028798138663146105,-0.9011169856208621,-0.78723890907775,3202
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2019,-0.918557753856599,0.0341903975188174,-0.9860417804760309,-0.8510737272371671,2933
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2020,-0.8042430497567842,0.03772169213364692,-0.8787094590744629,-0.7297766404391054,2357
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2021,-0.8668275302119554,0.041830758207044905,-0.9492351282532192,-0.7844199321706915,2417
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2022,-0.7755665042192849,0.049699430086009536,-0.8735456831995476,-0.6775873252390221,1758
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2023,-0.8014742649011254,0.04685622414936597,-0.8940527421496145,-0.7088957876526363,1532
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2000,-0.8061242502558574,0.030442114223049377,-0.866222621342095,-0.7460258791696199,1510
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2001,-0.8127186898159561,0.027417616081134116,-0.8666476362245064,-0.7587897434074057,2158
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2002,-0.8043121387223011,0.02822834812412457,-0.8599578527658288,-0.7486664246787734,2505
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2003,-0.8040301791671184,0.028508397067671984,-0.8602527641877835,-0.7478075941464533,2113
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2004,-0.7841139968379356,0.02948180974764844,-0.842279854552081,-0.7259481391237903,2106
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2005,-0.8150550817406772,0.029319084282125808,-0.8728764564348411,-0.7572337070465133,2169
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2006,-0.8592062176615808,0.025390080542522626,-0.9092625174999018,-0.8091499178232597,2320
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2007,-0.8218731517825566,0.028009918528916496,-0.8770099061266031,-0.7667363974385102,2238
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2008,-0.7613362087277091,0.028215329811029578,-0.8170314062679179,-0.7056410111875003,2303
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2009,-0.7768849691021782,0.0262794449857215,-0.8287524847120373,-0.725017453492319,2675
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2010,-0.8071784520732896,0.030848155923599845,-0.8680559675366062,-0.7463009366099731,2521
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2011,-0.7969440682401375,0.028628662929912486,-0.8534393245307329,-0.740448811949542,2734
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2012,-0.801802497872414,0.023810736998742938,-0.8487938061360591,-0.7548111896087688,3138
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2013,-0.8177768894318808,0.025802274594295776,-0.8686965740474945,-0.7668572048162671,2962
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2014,-0.7652466501284831,0.0330596393830772,-0.830490985296149,-0.7000023149608173,2712
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2015,-0.780095608423998,0.028702559261099367,-0.8367302653580267,-0.7234609514899694,2787
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2016,-0.7909357466347757,0.027600139558410102,-0.8453971927325068,-0.7364743005370447,2970
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2017,-0.8232410954355689,0.027240784631464007,-0.8768527490181993,-0.7696294418529385,3064
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2018,-0.8500862396190505,0.02608698954340519,-0.9016648542432832,-0.7985076249948178,3181
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2019,-0.798493492279683,0.024710220100444602,-0.8472658164421224,-0.7497211681172437,3059
