survey,variable,variable_label,age_group,year,mean,se,ci_lower,ci_upper,n_unweighted
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2007,0.1495262075841235,0.009346706849643173,0.13120699878476905,0.16784541638347794,3494
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2008,0.16058183190532246,0.008786336365618107,0.14336092907265643,0.1778027347379885,3838
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2009,0.1714691561932709,0.00883063818444854,0.1541614233912476,0.1887768889952942,4349
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2010,0.17226487781200508,0.009000127720875288,0.15462495162282897,0.1899048040011812,3835
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2011,0.17812123765961754,0.008563847789577651,0.1613364044229624,0.19490607089627268,4093
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2012,0.18574473912136602,0.009658937491782607,0.16681356950854848,0.20467590873418356,4670
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2013,0.16157491692401194,0.008948455452554899,0.14403626651974327,0.1791135673282806,4283
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2014,0.14530344844616858,0.008762261568409849,0.12812973134896583,0.16247716554337133,3956
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2015,0.14907182437874517,0.008948772635774718,0.13153255230678915,0.16661109645070118,3972
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2016,0.14502492646141468,0.00869604135972664,0.12798099858827974,0.16206885433454962,3867
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2017,0.12805244556219886,0.008736389854423472,0.11092943609262773,0.14517545503176998,3517
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2018,0.12971069716377132,0.008528870009644307,0.11299441911604469,0.14642697521149795,3240
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2019,0.12596235086153382,0.008607214680707237,0.10909252008014322,0.1428321816429244,2785
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2020,0.13070663323635504,0.013517058792264506,0.10421368482660613,0.15719958164610395,1997
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2021,0.12765198166563047,0.01113525654876972,0.10582727987142804,0.1494766834598329,2086
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2022,0.1214412414497993,0.011550720927847145,0.09880224443574583,0.14408023846385276,1501
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",30-39,2023,0.14780394723142726,0.01308780582637188,0.1221523191750849,0.17345557528776961,1358
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2000,0.2367516023705989,0.012809372458788677,0.21164569368681382,0.261857511054384,3164
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2001,0.2609881726989067,0.010151376261891961,0.2410918408320836,0.2808845045657298,4342
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2002,0.26035225630789477,0.01011102703819663,0.24053500746631867,0.28016950514947087,4962
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2003,0.26607620321901615,0.010522909095089447,0.24545168038005186,0.2867007260579804,4227
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2004,0.2779978168880452,0.010988590696209886,0.2564605748826219,0.2995350588934685,4172
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2005,0.27124928220190947,0.010465211539942381,0.25073784449302944,0.2917607199107895,4103
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2006,0.2549334848233945,0.010649900967056616,0.23406006248904526,0.27580690715774375,4113
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2007,0.2563606719404234,0.010878105863443871,0.23503997622805942,0.27768136765278734,3673
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2008,0.27348291129469454,0.010671645397971637,0.2525668706588875,0.2943989519305016,3931
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2009,0.28314645247366427,0.01164731396810409,0.26031813657954994,0.3059747683677786,4408
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2010,0.25724535231396134,0.011249648770354137,0.23519644588534194,0.27929425874258074,3870
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2011,0.26587027230249083,0.011943725737003075,0.2424610000167407,0.28927954458824096,4009
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2012,0.24377456235166442,0.01086303731908929,0.22248340044353487,0.26506572425979397,4435
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2013,0.24477336837991606,0.010662653713878633,0.22387495112109168,0.26567178563874044,4029
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2014,0.2273937275539342,0.011941683642151939,0.2039884577005453,0.2507989974073231,3566
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2015,0.20443975561908473,0.009906028774753913,0.18502429599074963,0.22385521524741983,3636
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2016,0.2199539767242628,0.010927722100300888,0.19853603497461067,0.24137191847391495,3691
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2017,0.2144696319727659,0.009541344842279696,0.1957689397178207,0.23317032422771108,3394
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2018,0.20276526218088195,0.00970839708807043,0.18373715354065037,0.22179337082111353,2957
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2019,0.21288271388044155,0.011835096912517534,0.189686350178366,0.23607907758251712,2682
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2020,0.22348222099087084,0.015550135273995744,0.1930045158991133,0.25395992608262835,1980
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2021,0.18954489950441616,0.013732225561030391,0.16263023197721627,0.21645956703161606,2059
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2022,0.16562459639643728,0.013313505457815615,0.13953060519114124,0.19171858760173333,1411
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",40-49,2023,0.21351756659849902,0.015648961574103577,0.18284616551780478,0.24418896767919326,1273
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2000,0.3714197649304357,0.016162916563382673,0.3397410305810798,0.40309849927979163,2392
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2001,0.38096235340222984,0.01293483447301073,0.3556105436891417,0.406314163115318,3333
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2002,0.36890418978901446,0.011721021876662397,0.3459314090487501,0.39187697052927883,3892
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2003,0.40058552612037845,0.014587341342267975,0.37199486245934105,0.42917618978141586,3243
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2004,0.4018741513500453,0.012406548702412656,0.3775577627208743,0.42619053997921624,3380
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2005,0.3880829198111351,0.012959912717451562,0.3626819576421474,0.41348388198012276,3525
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2006,0.4037314605135063,0.013384938904638917,0.37749746232514503,0.42996545870186753,3688
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2007,0.37105387620768626,0.012911226155101015,0.3457483379474367,0.3963594144679358,3345
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2008,0.3676271448180229,0.01372748540560264,0.3407217678247425,0.39453252181130327,3520
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2009,0.39330822416025324,0.0131149178443899,0.36760345752504736,0.4190129907954591,4047
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2010,0.3992328468217179,0.011885462724322704,0.3759377679424521,0.4225279257009837,3668
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2011,0.3920164103964839,0.013452185663797508,0.3656506109820947,0.41838220981087304,3907
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2012,0.3815232164334087,0.014162204160744053,0.35376580633664706,0.40928062653017033,4357
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2013,0.37591127386319867,0.015128101314649197,0.3462607401320132,0.40556180759438415,3956
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2014,0.358523797751874,0.013226264645094656,0.33260079539749304,0.3844468001062549,3722
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2015,0.3644443469321651,0.012060367676464883,0.3408064606459829,0.3880822332183473,3864
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2016,0.34212687903902894,0.014334780702883056,0.3140312251350984,0.3702225329429595,3747
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2017,0.36708877330833395,0.014076076699458963,0.33950016993377097,0.39467737668289693,3500
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2018,0.3610225917176045,0.014774247520435515,0.3320655986788707,0.38997958475633826,3202
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2019,0.32033393910596436,0.014495224167972193,0.2919238217889043,0.3487440564230244,2933
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2020,0.34143285005770657,0.015016907811266302,0.3120002515884664,0.37086544852694675,2357
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2021,0.3246836685875347,0.016084130616400093,0.2931593518567525,0.35620798531831693,2417
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2022,0.3277109993099865,0.01768579334848768,0.2930474813089326,0.36237451731104037,1758
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",50-59,2023,0.3265701316449312,0.019341719870738686,0.2886610572992207,0.3644792059906417,1532
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2000,0.49914746422990025,0.02035716608111565,0.4592481518836132,0.5390467765761873,1510
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2001,0.5345885280967138,0.016687474018172704,0.5018816800281474,0.5672953761652801,2158
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2002,0.5271677643824221,0.016566673816767474,0.4946976803579351,0.559637848406909,2505
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2003,0.49983464825121615,0.018994109593613032,0.4626068775293279,0.5370624189731044,2113
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2004,0.5319178663645021,0.018428901704396896,0.4957978827492554,0.5680378499797488,2106
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2005,0.5433572363985439,0.01832212781344511,0.5074465257640519,0.579267947033036,2169
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2006,0.5503416427569228,0.017587968664058987,0.515869857614148,0.5848134278996975,2320
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2007,0.5047739875535439,0.016180045074800066,0.4730616819387011,0.5364862931683867,2238
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2008,0.5435976361636036,0.017261895552810557,0.5097649425752028,0.5774303297520044,2303
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2009,0.5347590868897908,0.01581522002909886,0.5037618252251805,0.565756348554401,2675
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2010,0.5035792248631652,0.018023243524971744,0.46825431666962586,0.5389041330567046,2521
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2011,0.4981578219403785,0.019928203849905304,0.4590992601179917,0.5372163837627654,2734
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2012,0.49861686306992964,0.01515770143098433,0.46890831417678913,0.5283254119630701,3138
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2013,0.5089656971884748,0.017539968325437298,0.4745879909806444,0.5433434033963053,2962
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2014,0.4902516279444395,0.017992886274253935,0.4549862188689767,0.5255170370199023,2712
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2015,0.5146048791815645,0.01818013900909892,0.47897246148979894,0.5502372968733301,2787
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2016,0.49508664458840923,0.015534442546401954,0.4646396966775547,0.5255335924992638,2970
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2017,0.453137201842953,0.015562976142691236,0.42263432911102206,0.4836400745748839,3064
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2018,0.4601289413616949,0.015894214444986645,0.4289768534869648,0.491281029236425,3181
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2019,0.45343539843669783,0.01573191848685428,0.42260140479474356,0.4842693920786521,3059
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2020,0.4658862994525117,0.015721890155987895,0.4350719609778806,0.4967006379271428,2798
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2021,0.44756799400774977,0.01585629649031853,0.4164902239585366,0.47864576405696296,3004
MEPS,ADDAYA,"ADDAYA: Moderate Activities
""Does your health now limit you in moderate activities,
such as moving a table, pushing a vacuum, bowling, or golf?""",60-69,2022,0.4430450798460026,0.018915541347614567,0.4059713000565998,0.4801188596354054,2261
