survey,outcome,outcome_label,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted,category
NHIS,hospitalized,Hospitalized,18-29,2014,-0.024103255582246023,0.0054767146417034835,-0.034839402641060176,-0.013367108523431872,6553,Hospitalized
NHIS,hospitalized,Hospitalized,18-29,2015,-0.016796117366941487,0.005387471891750308,-0.027357615248628432,-0.006234619485254535,5691,Hospitalized
NHIS,hospitalized,Hospitalized,18-29,2016,-0.017861929670524607,0.005263062558711088,-0.028179605071561732,-0.007544254269487486,5522,Hospitalized
NHIS,hospitalized,Hospitalized,18-29,2017,-0.022002127589629127,0.004862591539698854,-0.03153527651164284,-0.012468978667615406,4365,Hospitalized
NHIS,hospitalized,Hospitalized,18-29,2018,-0.013339904218439693,0.004771932428808119,-0.02269576398532931,-0.003984044451550078,3722,Hospitalized
NHIS,hospitalized,Hospitalized,18-29,2019,-0.03748010839289284,0.006165227133339766,-0.04956702201785692,-0.025393194767928767,4448,Hospitalized
NHIS,hospitalized,Hospitalized,18-29,2020,-0.021145571241408704,0.006274471382875988,-0.03344741326167787,-0.008843729221139539,3630,Hospitalized
NHIS,hospitalized,Hospitalized,18-29,2021,-0.018207986292657713,0.0052652054591682705,-0.02853086245537719,-0.00788511012993824,3831,Hospitalized
NHIS,hospitalized,Hospitalized,18-29,2022,-0.01988904824106855,0.005877620959047453,-0.03141292939770085,-0.008365167084436248,3528,Hospitalized
NHIS,hospitalized,Hospitalized,18-29,2023,-0.022109600619985237,0.005432504666330812,-0.032760539045198454,-0.011458662194772014,3766,Hospitalized
NHIS,hospitalized,Hospitalized,18-29,2024,-0.023627506387663425,0.0055057825374656135,-0.03442186621270438,-0.012833146562622471,4054,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,1997,-0.029176253945277293,0.004271407236885087,-0.03754929103866777,-0.020803216851886817,8223,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,1998,-0.03417987911895659,0.004682526329821541,-0.0433590251211933,-0.025000733116719884,7110,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,1999,-0.02332650615459263,0.004502140428916099,-0.032152182166612364,-0.014500830142572897,6504,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2000,-0.03498697945161522,0.004717924775456339,-0.04423559436825822,-0.025738364534972222,6777,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2001,-0.02454863783216914,0.004430995995741679,-0.033234752747497376,-0.015862522916840906,6908,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2002,-0.036167680619260074,0.004991818924390676,-0.04595331282467477,-0.02638204841384538,6415,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2003,-0.02453339246275734,0.0044863512281249985,-0.03332820120882672,-0.01573858371668796,6184,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2004,-0.01820178371561548,0.004433676412946319,-0.02689334790422206,-0.009510219527008893,6125,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2005,-0.02471011827996518,0.004679914209896975,-0.033884443148002,-0.015535793411928355,5967,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2006,-0.019829439682708172,0.005280530857488108,-0.030181856018447903,-0.009477023346968434,4532,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2007,-0.03242919950656977,0.005993885228515916,-0.044180295632297806,-0.020678103380841736,4316,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2008,-0.02503909477862747,0.006044634560221895,-0.03688998849176488,-0.013188201065490063,3956,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2009,-0.02955727299308781,0.0059879143326102046,-0.041296215079914274,-0.017818330906261344,4995,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2010,-0.027838169853096385,0.005772072306322121,-0.039154006345408485,-0.016522333360784285,4924,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2011,-0.038060308143931736,0.005371802300863038,-0.04859102078017483,-0.027529595507688638,5866,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2012,-0.02305363590538688,0.004646836753153116,-0.03216310314929145,-0.013944168661482311,6012,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2013,-0.020097508735811367,0.004876504967104004,-0.029657218711868338,-0.010537798759754396,5979,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2014,-0.03852204596637696,0.006022072950550539,-0.05032741128744966,-0.026716680645304275,6163,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2015,-0.02468983652784559,0.005548391902241566,-0.035566814927939984,-0.013812858127751201,5652,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2016,-0.02400722265868046,0.005428649997658637,-0.03464969356694869,-0.013364751750412214,5129,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2017,-0.02409723535980204,0.005872759073419725,-0.03561095520417147,-0.012583515515432603,4195,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2018,-0.01851541675220958,0.00616965534453938,-0.030611352784514885,-0.006419480719904273,4031,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2019,-0.03515104273524623,0.005937196120260632,-0.04679047147254882,-0.02351161399794363,5147,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2020,-0.03022872392172468,0.00609903520518966,-0.042185595975454154,-0.01827185186799522,4854,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2021,-0.01851948407008024,0.004706990653902279,-0.027747395666870435,-0.009291572473290042,4696,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2022,-0.022090175959971092,0.00608868717945273,-0.03402710262734035,-0.01015324929260183,4355,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2023,-0.02545292833761025,0.005394125658561658,-0.03602798664569137,-0.014877870029529125,4629,Hospitalized
NHIS,hospitalized,Hospitalized,30-39,2024,-0.025693965303031474,0.004583039014324393,-0.03467863878794964,-0.0167092918181133,5225,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,1997,-0.04914120005131529,0.004214844374183078,-0.05740356880607037,-0.04087883129656021,7017,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,1998,-0.05232202767633513,0.0043606242243236755,-0.06087032271008898,-0.043773732642581276,6355,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,1999,-0.05508053349818582,0.0045507867248407025,-0.06400170583661159,-0.04615936115976005,6020,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2000,-0.05277545494912418,0.004529643632383092,-0.06165507158560451,-0.04389583831264385,6406,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2001,-0.049503031875852165,0.004369892568320019,-0.05806941191235049,-0.04093665183935385,6700,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2002,-0.04571393744577177,0.0044084156153062605,-0.05435596446409851,-0.03707191042744504,6187,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2003,-0.04972363953466166,0.0043158798221913834,-0.058184278272863696,-0.04126300079645962,6135,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2004,-0.05185997740112732,0.0046920415347968415,-0.06105800574712386,-0.04266194905513078,6201,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2005,-0.05581769837706916,0.004395519282973122,-0.06443446090066074,-0.04720093585347759,6126,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2006,-0.0453165454774778,0.005150226608252421,-0.05541343341521525,-0.03521965753974036,4650,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2007,-0.04810625692883196,0.004985609150205717,-0.05788054968404518,-0.038331964173618754,4419,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2008,-0.05103198788873619,0.005359617580853548,-0.06153983605133714,-0.040524139726135236,3988,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2009,-0.05806285526813733,0.006900998985249481,-0.07159178750286889,-0.04453392303340578,5083,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2010,-0.04544996922467151,0.005031909025142907,-0.055314809954120366,-0.03558512849522266,4816,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2011,-0.05050454350950954,0.0047925815663941275,-0.05989980948454908,-0.04110927753447,5749,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2012,-0.05215536287680252,0.005139976281051256,-0.06223166193865025,-0.0420790638149548,5726,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2013,-0.04800675385323338,0.005073618790742861,-0.05795299316078936,-0.038060514545677396,5656,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2014,-0.042450706737503265,0.004416030789053705,-0.05110775886987652,-0.03379365460513001,5853,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2015,-0.04390347587953975,0.005094385186206999,-0.0538905824113353,-0.0339163693477442,5269,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2016,-0.04915773846832931,0.005810325697537421,-0.0605486731851923,-0.03776680375146632,4747,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2017,-0.042270414935288304,0.005136118878461017,-0.05234018047644274,-0.03220064939413387,3862,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2018,-0.046456174048493865,0.005749983859798724,-0.0577295584883583,-0.035182789608629424,3768,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2019,-0.041860856432567414,0.0052196445708643045,-0.05209384745616685,-0.031627865408967976,4631,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2020,-0.045039393605907724,0.006725068257318952,-0.058223797037709996,-0.03185499017410545,4546,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2021,-0.0493277044851263,0.0057973494733780245,-0.060693477717664285,-0.03796193125258831,4332,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2022,-0.037770806290964326,0.00462167566620843,-0.046831909814842324,-0.028709702767086332,3939,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2023,-0.04938684441365116,0.0057027315569333735,-0.06056728943122096,-0.03820639939608137,4107,Hospitalized
NHIS,hospitalized,Hospitalized,40-49,2024,-0.03941070129545318,0.004923424701215144,-0.04906302795697637,-0.029758374633929996,4510,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,1997,-0.058624135189995846,0.004859854331535082,-0.06815171938198054,-0.04909655099801114,4719,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,1998,-0.060665829587052855,0.005315396382514473,-0.07108659690230948,-0.05024506227179623,4536,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,1999,-0.06379576555875689,0.005472059994611281,-0.07452369668597737,-0.05306783443153641,4494,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2000,-0.05636338906763729,0.004921799374058853,-0.06601241552370288,-0.04671436261157171,4717,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2001,-0.06270373917882863,0.004827169825304795,-0.07216707647288681,-0.05324040188477045,5074,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2002,-0.06170532570688065,0.005400349727729834,-0.07229251158787146,-0.05111813982588983,4757,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2003,-0.06802530997795006,0.005220745522749787,-0.07826029391910758,-0.05779032603679255,4936,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2004,-0.05596866894002898,0.004796500039806291,-0.06537188508920215,-0.04656545279085581,5063,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2005,-0.05694365313504184,0.004817657227159976,-0.06638822328990908,-0.04749908298017459,5355,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2006,-0.0627271862864304,0.005891565512460126,-0.07427788937030357,-0.051176483202557216,4058,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2007,-0.06347091640584712,0.005634970220885124,-0.07451869079808177,-0.05242314201361247,3894,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2008,-0.05688379353581216,0.005534940492498343,-0.06773556799952611,-0.04603201907209821,3765,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2009,-0.0696365351656288,0.006022488011048087,-0.08144336267863055,-0.05782970765262706,4817,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2010,-0.05413742337525823,0.005205631978729293,-0.06434296045127014,-0.04393188629924633,4601,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2011,-0.0557657126529168,0.00463151097976795,-0.06484529319358112,-0.04668613211225248,5536,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2012,-0.059701306833826955,0.004754855830751464,-0.06902250799809866,-0.05038010566955525,6084,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2013,-0.05867803069452492,0.004734800919427305,-0.06795993244534529,-0.04939612894370456,6034,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2014,-0.056685791363594244,0.004695106389142144,-0.06588975233432452,-0.04748183039286396,6473,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2015,-0.06160304745411354,0.005006966342789399,-0.07141854574723976,-0.051787549160987316,5870,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2016,-0.05981784096006292,0.004761449231732575,-0.06915208200464407,-0.050483599915481764,5731,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2017,-0.055969529457427634,0.005497167151881242,-0.06674666178847903,-0.04519239712637623,4527,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2018,-0.05409198988337427,0.005173613440399448,-0.06423500197335387,-0.04394897779339467,4212,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2019,-0.053045303007929465,0.004751876150651324,-0.06236095679729054,-0.043729649218568395,5252,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2020,-0.05746905463078746,0.005277714062418939,-0.0678155900757233,-0.04712251918585162,5207,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2021,-0.0567193232277984,0.005283823500442111,-0.06707807153873842,-0.04636057491685838,4743,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2022,-0.052069419861847877,0.005198448973212666,-0.062261124790100146,-0.04187771493359561,4209,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2023,-0.05411731524806109,0.004994609190733802,-0.06390923748815545,-0.044325393007966736,4444,Hospitalized
NHIS,hospitalized,Hospitalized,50-59,2024,-0.05017299791018235,0.005181739887642336,-0.06033163532822988,-0.04001436049213483,4706,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,1997,-0.06698980092687762,0.005619901422153366,-0.07800812593370371,-0.05597147592005153,3790,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,1998,-0.07010470903213745,0.005973967336518472,-0.08181750304830931,-0.058391915015965586,3517,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,1999,-0.0584754962607646,0.0065281492320789294,-0.07127513249811167,-0.04567586002341754,3299,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2000,-0.07059131317167952,0.00672633998370657,-0.08377940038063372,-0.057403225962725304,3396,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2001,-0.06870140762814828,0.0060098109499577106,-0.08048455930482366,-0.056918255951472894,3448,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2002,-0.07093001486574592,0.00619119776998386,-0.0830690312752123,-0.05879099845627954,3273,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2003,-0.07695907170820157,0.006392238840582333,-0.08949214973009273,-0.06442599368631041,3358,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2004,-0.06340804186396413,0.00544254733772889,-0.07407887066591473,-0.052737213062013545,3558,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2005,-0.06885816244609518,0.005737343335924506,-0.08010686563828849,-0.05760945925390186,3665,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2006,-0.06801396030681274,0.006776468120531839,-0.08130129472347167,-0.05472662589015381,2823,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2007,-0.07327227334277722,0.007198449243255375,-0.08738669963256945,-0.05915784705298498,2986,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2008,-0.06429434274435893,0.00697723137329464,-0.07797536409398015,-0.0506133213947377,2809,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2009,-0.06536142543146516,0.0061097583090416125,-0.07734028874336608,-0.05338256211956422,3666,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2010,-0.05998277754586895,0.005981410663350151,-0.071709973663637,-0.048255581428100894,3692,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2011,-0.06236558463392334,0.005529553448372176,-0.07320608421812208,-0.051525085049724605,4732,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2012,-0.06552878460546926,0.0056871939402905695,-0.07667808253663033,-0.054379486674308204,5187,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2013,-0.06694540711028447,0.006042162025702845,-0.07879057834947949,-0.05510023587108947,5213,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2014,-0.06388740553913341,0.005278875267911907,-0.07423597911058717,-0.05353883196767966,5779,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2015,-0.06731233635440044,0.006037315059138546,-0.07914787196414032,-0.05547680074466056,5479,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2016,-0.0662399987476264,0.005342954377699835,-0.0767141140425436,-0.05576588345270921,5990,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2017,-0.06387824582189028,0.005765023957943133,-0.07518034878928462,-0.05257614285449594,4779,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2018,-0.05888297906800286,0.0054270648963319085,-0.0695225539424762,-0.048243404193529515,4731,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2019,-0.06720148988413537,0.005153991651624646,-0.07730520379946393,-0.0570977759688068,5893,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2020,-0.05194147409449299,0.004742202025941342,-0.06123786992920144,-0.042645078259784544,6082,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2021,-0.06220210639125614,0.00487288956491406,-0.07175496171076483,-0.05264925107174745,5337,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2022,-0.06151072112275715,0.004817103986266456,-0.07095423131842259,-0.052067210927091725,5294,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2023,-0.06862717871664743,0.005183724171560016,-0.07878931922883896,-0.05846503820445591,5523,Hospitalized
NHIS,hospitalized,Hospitalized,60-69,2024,-0.059439716569576,0.004798949994792143,-0.06884733239960066,-0.05003210073955136,6168,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,1997,-0.06112720831843571,0.006801110301180298,-0.07446195023471923,-0.04779246640215219,3357,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,1998,-0.07643472991067939,0.006843896811358833,-0.08985394422365649,-0.06301551559770228,2997,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,1999,-0.06170171462888204,0.0074110000263107045,-0.07623302283762833,-0.04717040642013577,2926,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2000,-0.08096557879433508,0.0076093553144278596,-0.09588573795155286,-0.0660454196371173,2964,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2001,-0.07999989433486777,0.007563413436000806,-0.09483009120903128,-0.06516969746070427,2907,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2002,-0.08065011644428229,0.007940025923082994,-0.09621921438149053,-0.06508101850707404,2720,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2003,-0.08603222576098235,0.008014027251680692,-0.10174672074054107,-0.07031773078142362,2611,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2004,-0.08844770598349354,0.00862336857726258,-0.10535682018057073,-0.07153859178641635,2687,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2005,-0.07336632083522912,0.007574840913686167,-0.08821943176126948,-0.05851320990918876,2687,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2006,-0.05949783837183153,0.008946379321010549,-0.07704320483798631,-0.04195247190567675,1971,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2007,-0.07633057945683265,0.00939644695355401,-0.09475875061260496,-0.057902408301060346,1946,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2008,-0.07648895942886093,0.009596480391300425,-0.09531002228647509,-0.05766789657124677,1853,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2009,-0.06956948548533534,0.008769861569848353,-0.08676714055634747,-0.05237183041432321,2304,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2010,-0.05683226290428277,0.008214314669423552,-0.07294059759682477,-0.04072392821174077,2276,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2011,-0.08231628050099293,0.007670436984886583,-0.09735642352160274,-0.06727613748038311,2863,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2012,-0.07583330061313374,0.00906426361351405,-0.09360609176442282,-0.05806050946184468,3006,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2013,-0.06335082919883939,0.007419111149814502,-0.0778974962600781,-0.04880416213760068,3217,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2014,-0.0698832642039445,0.007598117359854025,-0.0847802663473893,-0.0549862620604997,3633,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2015,-0.06801594068891965,0.007266330677704706,-0.08226264645183376,-0.053769234926005556,3479,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2016,-0.07637253183409944,0.007825233759697282,-0.09171480832327053,-0.06103025534492834,3643,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2017,-0.0646443321180079,0.007827323720131155,-0.07999146448591787,-0.049297199750097914,3172,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2018,-0.09294991507679007,0.007786162265080991,-0.10821629422320586,-0.07768353593037428,3198,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2019,-0.07186037350664468,0.0069110730647917356,-0.08540988213776668,-0.058310864875522665,4047,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2020,-0.07717665291862152,0.0066881132347450445,-0.09028859886788188,-0.06406470696936116,4556,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2021,-0.06663028168181943,0.00638474145070393,-0.07914787853427285,-0.05411268482936601,4060,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2022,-0.0626129291676948,0.006486787905294812,-0.07533067132289557,-0.04989518701249403,3978,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2023,-0.07192268268100009,0.006261314053068677,-0.08419797976240616,-0.05964738559959401,4441,Hospitalized
NHIS,hospitalized,Hospitalized,70-79,2024,-0.0777781190174659,0.006116514075501276,-0.08976913969766989,-0.0657870983372619,5053,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,1997,-0.08599469935373902,0.010065200521374267,-0.10573655023481349,-0.06625284847266455,1659,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,1998,-0.05312575826020759,0.010944429688610221,-0.07459319875310957,-0.031658317767305606,1553,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,1999,-0.07232298130730243,0.011812838741402033,-0.09549482468926358,-0.04915113792534126,1470,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2000,-0.07114645902011761,0.011171585292494575,-0.09305933263182956,-0.04923358540840567,1565,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2001,-0.08409402122620176,0.011708176096202153,-0.10705918367414712,-0.0611288587782564,1585,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2002,-0.07836200482110268,0.010175935031468847,-0.09832178042754826,-0.05840222921465711,1580,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2003,-0.0837199416221353,0.01144161781420795,-0.10616216259693526,-0.06127772064733534,1594,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2004,-0.09015911772992932,0.010884986709273198,-0.11150836674529252,-0.06880986871456612,1717,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2005,-0.07160025542953567,0.011156580444315481,-0.0934819112618388,-0.04971859959723252,1749,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2006,-0.05319846060230764,0.014052568280807354,-0.08076651768131668,-0.025630403523298585,1309,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2007,-0.08185541209808601,0.011347275001568876,-0.10411711491758872,-0.059593709278583304,1258,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2008,-0.07479908865652998,0.01357930052610393,-0.10143927828543559,-0.04815889902762437,1279,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2009,-0.0932208036397383,0.013797913741118039,-0.12028520248791505,-0.06615640479156154,1563,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2010,-0.06418960704264544,0.012347315115464356,-0.08840884872796434,-0.03997036535732654,1549,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2011,-0.08264735621055283,0.010058023763406587,-0.1023731749902376,-0.06292153743086806,1919,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2012,-0.07468200024605919,0.011124934687051504,-0.09649930901283281,-0.052864691479285575,2059,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2013,-0.06913023798307881,0.011201126446694553,-0.0910972242548572,-0.047163251711300425,2019,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2014,-0.06115671098705021,0.010208638899800608,-0.081176319681622075,-0.04113710229247834,2196,Hospitalized
NHIS,hospitalized,Hospitalized,80-89,2015,-0.09205973700186867,0.01118484420093037,-0.11399367409585964,-0.07012579990787769,2206,Hospitalized
